customer_id,days_since_purchase,orders_12m,spend_12m,email_open_rate,sms_opt_in,web_visits_30d,household_segment,preferred_category,campaign_channel,responded_30d
M00779,49,7,432.51,0.476,No,9,Young household,Apparel,Paid social,1
M00780,38,9,470.93,0.35,No,11,Family,Home,SMS,1
M00781,9,8,96,0,Yes,11,Family,Grocery,Paid social,1
M00782,87,7,612.14,0.426,Yes,8,Retired,Grocery,Direct mail,0
M00783,105,9,108,0.258,No,8,Family,Apparel,Email,1
M00784,115,10,670.8,0.235,Yes,6,Young household,Home,SMS,0
M00785,73,13,789.49,0.038,No,14,Family,Electronics,Email,0
M00786,100,9,527.83,0.179,No,6,Urban single,Home,Direct mail,0
M00787,54,8,433.08,0.284,No,7,Retired,Apparel,Direct mail,0
M00788,22,17,783.88,0,No,15,Retired,Electronics,Email,1
M00789,142,4,346.61,0.204,No,8,Family,Grocery,Email,0
M00790,58,8,320.8,0.048,Yes,8,Urban single,Apparel,Paid social,1
M00791,67,9,732.33,0.148,No,9,Retired,Apparel,Direct mail,1
M00792,32,11,508.31,0.291,No,12,Established,Electronics,Direct mail,1
M00793,131,3,220.54,0.306,Yes,4,Urban single,Grocery,Direct mail,0
M00794,5,17,402.96,0.204,No,11,Family,Home,Paid social,1
M00795,91,9,230.48,0,No,9,Family,Home,SMS,0
M00796,52,7,825.4,0.128,No,8,Family,Grocery,Direct mail,1
M00797,84,5,382.44,0.28,Yes,5,Young household,Apparel,SMS,0
M00798,91,13,820.37,0.229,No,14,Retired,Electronics,Paid social,1
M00799,85,5,513.43,0.301,Yes,7,Family,Apparel,Direct mail,0
M00800,145,11,1244.07,0.214,No,9,Retired,Electronics,Direct mail,0
M00801,51,15,535.74,0.14,Yes,14,Urban single,Beauty,SMS,1
M00802,105,9,392.79,0,No,10,Family,Grocery,Paid social,1
M00803,83,8,511.06,0.171,No,9,Established,Beauty,Paid social,1
M00804,120,6,145.7,0,No,6,Urban single,Electronics,SMS,0
M00805,47,10,813.38,0.341,No,11,Young household,Home,Direct mail,1
M00806,105,11,646.47,0.154,Yes,15,Young household,Home,SMS,1
M00807,63,8,501.47,0.395,No,9,Established,Home,Email,1
M00808,82,7,160.59,0.171,Yes,8,Retired,Home,Email,1
M00809,147,8,289.16,0.506,Yes,11,Young household,Electronics,Direct mail,0
M00810,96,13,445.68,0.157,No,8,Family,Electronics,Direct mail,0
M00811,19,15,1351.78,0.328,Yes,16,Urban single,Apparel,Paid social,1
M00812,55,8,423.54,0.264,No,4,Established,Apparel,Email,0
M00813,150,7,474.24,0.288,No,12,Family,Apparel,Email,1
M00814,111,8,714.95,0.345,No,7,Retired,Electronics,SMS,1
M00815,87,12,573.46,0.131,No,7,Young household,Beauty,Direct mail,0
M00816,23,13,614.01,0.323,No,15,Urban single,Beauty,Paid social,0
M00817,117,2,132.64,0.025,No,3,Family,Beauty,SMS,0
M00818,6,11,1071.39,0.359,Yes,11,Established,Home,Paid social,1
M00819,17,16,611.76,0.504,Yes,16,Young household,Electronics,SMS,1
M00820,71,7,347.62,0.124,No,13,Urban single,Beauty,Paid social,1
M00821,141,6,110.62,0.085,Yes,6,Retired,Grocery,SMS,1
M00822,90,11,932.98,0.088,Yes,14,Urban single,Grocery,SMS,0
M00823,149,8,633.98,0.224,No,11,Young household,Electronics,Paid social,1
M00824,106,9,117.75,0.195,No,13,Young household,Electronics,Paid social,0
M00825,106,13,558.15,0.244,No,15,Urban single,Beauty,Direct mail,0
M00826,92,11,275.19,0.075,No,10,Urban single,Grocery,Paid social,1
M00827,93,12,348.03,0.241,No,13,Young household,Beauty,Direct mail,1
M00828,16,18,1394.44,0.251,No,19,Family,Home,SMS,1
M00829,68,8,297.76,0,Yes,5,Retired,Beauty,Direct mail,1
M00830,131,8,597.59,0,No,11,Family,Electronics,Paid social,0
M00831,36,13,537.05,0.035,No,12,Urban single,Home,Email,1
M00832,101,9,601.93,0.342,No,11,Young household,Beauty,Direct mail,1
M00833,54,8,411.07,0.005,Yes,8,Family,Grocery,Paid social,1
M00834,122,13,703.64,0.211,No,7,Retired,Grocery,Direct mail,0
M00835,54,7,477.02,0.323,No,8,Urban single,Beauty,SMS,1
M00836,132,6,685.25,0.066,No,6,Established,Electronics,Direct mail,1
M00837,97,13,156,0.284,Yes,8,Urban single,Apparel,Paid social,1
M00838,11,13,651.48,0.296,No,15,Established,Apparel,Email,1
M00839,114,3,117.78,0.171,No,7,Urban single,Electronics,Email,0
M00840,28,12,1050,0.371,No,12,Retired,Apparel,Email,1
M00841,92,11,672.88,0.315,Yes,11,Urban single,Home,Paid social,0
M00842,76,7,278.02,0.097,Yes,6,Family,Electronics,Email,0
M00843,70,10,517.33,0.275,No,15,Young household,Apparel,Email,1
M00844,82,8,310.01,0.294,Yes,9,Established,Grocery,Email,0
M00845,143,4,232.77,0.134,Yes,2,Family,Grocery,Email,0
M00846,5,13,1237.29,0.236,Yes,11,Retired,Apparel,SMS,1
M00847,78,13,860.79,0,Yes,16,Family,Beauty,SMS,1
M00848,126,4,304.55,0.121,Yes,7,Established,Apparel,Email,0
M00849,100,6,442.48,0.344,No,10,Young household,Grocery,Email,1
M00850,36,13,1198.06,0,Yes,8,Urban single,Grocery,Paid social,1
M00851,87,3,220.5,0.212,Yes,7,Urban single,Apparel,Direct mail,0
M00852,90,9,108,0.307,Yes,11,Established,Apparel,Email,0
M00853,95,13,514.88,0.229,No,13,Urban single,Electronics,SMS,0
M00854,88,10,587.25,0.358,No,10,Urban single,Electronics,Email,1
M00855,34,18,832.14,0.32,No,11,Young household,Beauty,Email,1
M00856,27,8,687.03,0.03,No,9,Young household,Electronics,Email,0
M00857,130,4,270.13,0.073,No,10,Retired,Beauty,SMS,0
M00858,98,10,623.06,0,Yes,9,Established,Apparel,SMS,1
M00859,113,11,844.85,0.166,No,10,Young household,Apparel,Paid social,1
M00860,120,11,602.83,0.391,Yes,11,Retired,Home,Direct mail,1
M00861,67,9,711.62,0.074,Yes,8,Young household,Electronics,Direct mail,0
M00862,65,7,331.08,0.286,No,9,Urban single,Electronics,SMS,0
M00863,135,6,436.19,0.129,Yes,5,Young household,Grocery,Paid social,0
M00864,78,6,471.9,0,No,5,Urban single,Electronics,SMS,0
M00865,116,6,183.2,0.15,No,10,Established,Home,Paid social,0
M00866,56,14,1107.05,0.26,No,12,Retired,Grocery,SMS,1
M00867,43,9,1010.38,0,Yes,8,Urban single,Electronics,Email,0
M00868,116,12,635.27,0,No,14,Urban single,Grocery,Direct mail,0
M00869,24,20,426.78,0.349,Yes,19,Retired,Apparel,Direct mail,1
M00870,120,9,458.9,0.29,No,8,Retired,Electronics,Email,0
M00871,29,8,421.13,0.114,Yes,10,Retired,Apparel,Email,1
M00872,110,3,235.15,0,Yes,10,Family,Home,Direct mail,0
M00873,58,9,298.94,0.099,Yes,12,Retired,Electronics,Direct mail,0
M00874,3,13,544.85,0.447,Yes,12,Young household,Home,Direct mail,1
M00875,91,8,450.2,0.595,Yes,6,Retired,Home,Direct mail,1
M00876,65,8,770.02,0.213,No,8,Established,Electronics,SMS,1
M00877,110,4,266.01,0.306,No,11,Young household,Electronics,SMS,1
M00878,107,10,875.71,0.49,Yes,13,Family,Apparel,SMS,1
M00879,69,9,779.49,0.069,No,8,Retired,Beauty,Paid social,0
M00880,120,6,310.95,0,Yes,9,Established,Home,SMS,0
M00881,107,5,369.78,0.077,No,4,Retired,Grocery,Direct mail,0
M00882,80,10,739.35,0.359,No,12,Family,Apparel,Direct mail,1
M00883,106,11,220.55,0.143,No,10,Family,Grocery,SMS,0
M00884,62,14,718.41,0.189,Yes,14,Family,Home,SMS,1
M00885,79,11,559.02,0.575,No,10,Young household,Beauty,Email,1
M00886,35,6,515.12,0.438,Yes,12,Young household,Apparel,Direct mail,1
M00887,111,13,796.75,0,No,13,Urban single,Electronics,Email,0
M00888,105,8,544.99,0.305,Yes,6,Established,Electronics,Direct mail,1
M00889,102,10,733.35,0.328,Yes,7,Established,Grocery,Direct mail,1
M00890,86,5,323.86,0.027,No,7,Family,Electronics,Direct mail,0
M00891,125,9,465.62,0.269,Yes,15,Family,Beauty,Email,1
M00892,67,10,579.34,0.464,Yes,13,Urban single,Home,Email,1
M00893,85,2,190.65,0.089,Yes,7,Urban single,Apparel,Direct mail,1
M00894,22,15,1594.56,0.417,No,16,Established,Beauty,Direct mail,1
M00895,80,10,261.59,0.354,Yes,13,Retired,Apparel,Email,1
M00896,63,7,168.11,0.371,No,8,Retired,Beauty,Direct mail,0
M00897,140,7,471.25,0.217,Yes,7,Family,Home,SMS,1
M00898,23,9,502.51,0.389,No,8,Established,Electronics,Email,1
M00899,56,12,486.29,0.233,No,9,Established,Beauty,Direct mail,0
M00900,18,9,317.04,0,Yes,8,Retired,Grocery,Paid social,0
M00901,133,6,355.24,0.367,Yes,6,Retired,Home,SMS,0
M00902,24,10,347.17,0,No,12,Established,Beauty,Direct mail,1
M00903,150,10,813.03,0.177,Yes,8,Family,Home,SMS,1
M00904,118,10,960.06,0,No,9,Family,Electronics,Paid social,0
M00905,47,8,425.31,0.147,Yes,8,Family,Electronics,Paid social,0
M00906,135,7,385.13,0.328,No,6,Family,Electronics,SMS,0
M00907,76,7,330.3,0,Yes,5,Urban single,Beauty,SMS,1
M00908,138,1,67.28,0.447,Yes,5,Retired,Home,Email,0
M00909,133,1,70.15,0.282,Yes,8,Retired,Home,SMS,1
M00910,81,4,248.29,0.181,No,4,Retired,Electronics,Direct mail,0
M00911,18,15,180,0.572,No,12,Young household,Electronics,SMS,1
M00912,119,5,489.08,0.145,Yes,6,Urban single,Electronics,SMS,0
M00913,46,5,301.6,0.117,Yes,3,Retired,Apparel,Paid social,0
M00914,66,9,604.23,0.479,No,7,Urban single,Home,Email,0
M00915,64,8,414.4,0.281,No,7,Young household,Electronics,Direct mail,0
M00916,131,7,408.77,0.136,Yes,12,Urban single,Beauty,Email,0
M00917,73,11,327.56,0.087,No,7,Urban single,Electronics,Paid social,1
M00918,26,9,469.78,0.187,Yes,7,Established,Apparel,Direct mail,1
M00919,43,11,469.23,0.282,No,11,Established,Grocery,Email,1
M00920,115,4,270.01,0.259,Yes,6,Young household,Apparel,Email,0
M00921,89,9,757.71,0.18,No,11,Urban single,Grocery,Email,1
M00922,13,14,526.4,0.223,No,13,Young household,Beauty,Email,1
M00923,63,10,310.9,0.419,No,10,Established,Home,Paid social,1
M00924,13,15,1230.77,0.215,No,15,Urban single,Apparel,Direct mail,0
M00925,96,6,303.49,0.133,No,4,Young household,Grocery,Direct mail,1
M00926,116,13,532.94,0,Yes,9,Retired,Beauty,Email,1
M00927,88,8,392.87,0,Yes,12,Young household,Grocery,Paid social,0
M00928,84,5,348.58,0.163,No,6,Young household,Electronics,SMS,0
M00929,36,9,182,0.346,Yes,11,Family,Apparel,SMS,1
M00930,83,6,596.67,0.333,No,9,Family,Electronics,Paid social,1
M00931,17,12,863.88,0.051,No,12,Urban single,Grocery,Direct mail,1
M00932,130,5,291.13,0.339,No,7,Established,Electronics,Direct mail,1
M00933,37,5,60,0.28,Yes,7,Established,Electronics,Direct mail,0
M00934,114,15,425.59,0.224,Yes,14,Family,Beauty,Email,1
M00935,22,11,453.54,0.311,No,13,Young household,Grocery,SMS,1
M00936,96,10,929.16,0.185,No,13,Established,Beauty,Direct mail,0
M00937,10,16,836.36,0.241,No,17,Young household,Home,Email,1
M00938,81,6,381.8,0.127,No,7,Retired,Beauty,Direct mail,0
M00939,65,9,654.25,0.372,Yes,10,Urban single,Grocery,Direct mail,0
M00940,67,5,250.12,0.295,Yes,4,Family,Apparel,SMS,0
M00941,122,6,72,0.09,No,6,Urban single,Electronics,Paid social,0
M00942,79,8,96,0.104,No,11,Urban single,Electronics,Direct mail,0
M00943,141,7,388.59,0.263,Yes,7,Urban single,Electronics,SMS,0
M00944,64,7,406.21,0.28,No,7,Established,Beauty,SMS,0
M00945,127,7,378.57,0.176,Yes,8,Established,Home,Direct mail,1
M00946,125,3,61.47,0.114,No,6,Established,Beauty,Email,0
M00947,64,12,409.56,0.267,Yes,11,Family,Electronics,SMS,1
M00948,51,8,415.38,0.225,Yes,9,Retired,Home,SMS,0
M00949,8,11,657.58,0.44,No,11,Urban single,Grocery,Email,1
M00950,98,3,136.21,0.159,Yes,5,Young household,Beauty,Email,1
M00951,79,7,360.58,0.115,Yes,12,Established,Electronics,Email,0
M00952,108,4,259.11,0,No,6,Retired,Beauty,Email,1
M00953,70,8,302.82,0.06,Yes,5,Retired,Electronics,Paid social,0
M00954,140,14,595.27,0.026,Yes,14,Urban single,Apparel,Direct mail,0
M00955,113,11,1091.84,0,Yes,11,Retired,Grocery,Email,0
M00956,143,5,330.77,0.134,Yes,5,Retired,Electronics,Direct mail,1
M00957,135,7,217.6,0.073,No,9,Young household,Apparel,Direct mail,1
M00958,40,8,106.72,0.279,No,12,Family,Grocery,Direct mail,0
M00959,141,8,552.76,0,No,5,Established,Beauty,Paid social,0
M00960,34,5,347.01,0.357,Yes,4,Family,Electronics,Direct mail,0
M00961,72,4,257.83,0.192,No,8,Family,Home,Email,1
M00962,49,9,856.52,0.071,No,7,Family,Apparel,Email,1
M00963,42,13,628.76,0.27,Yes,13,Young household,Grocery,SMS,1
M00964,20,10,742.78,0.041,Yes,11,Established,Electronics,Direct mail,1
M00965,5,13,507.41,0.454,No,13,Family,Electronics,Direct mail,1
M00966,13,17,687.21,0.456,No,16,Urban single,Beauty,Email,1
M00967,120,7,339.13,0.332,Yes,9,Established,Home,Email,1
M00968,21,13,1107.37,0,No,14,Family,Beauty,Email,1
M00969,70,16,1095,0.168,No,14,Urban single,Apparel,SMS,1
M00970,12,5,232.66,0.242,Yes,5,Retired,Beauty,SMS,0
M00971,70,11,408.2,0.323,No,7,Retired,Grocery,Email,1
M00972,40,7,346.4,0.145,No,11,Urban single,Apparel,Paid social,0
M00973,144,9,747.62,0.192,No,13,Urban single,Grocery,Paid social,1
M00974,122,10,497.67,0.143,No,10,Family,Home,Direct mail,0
M00975,18,13,794.84,0.336,No,11,Family,Grocery,Direct mail,1
M00976,79,13,343.46,0.197,Yes,13,Young household,Grocery,SMS,0
M00977,84,1,68.69,0.418,No,2,Young household,Apparel,Email,0
M00978,31,13,860.74,0.36,Yes,13,Young household,Apparel,Email,1
M00979,77,8,96,0.374,No,9,Urban single,Apparel,Paid social,0
M00980,149,5,321.25,0.334,Yes,4,Young household,Beauty,Email,0
M00981,121,7,596.43,0.112,Yes,10,Urban single,Home,Email,1
M00982,68,9,426.19,0.125,Yes,6,Retired,Beauty,Direct mail,1
M00983,92,11,547.13,0.273,No,10,Retired,Electronics,Paid social,0
M00984,19,8,904.44,0.278,Yes,7,Young household,Electronics,Paid social,1
M00985,131,9,603.01,0.225,No,8,Family,Apparel,SMS,1
M00986,148,13,757.2,0.224,No,14,Urban single,Electronics,Email,0
M00987,137,1,76.77,0.212,Yes,0,Family,Beauty,Direct mail,0
M00988,20,11,647.61,0.068,Yes,10,Urban single,Home,Email,1
M00989,114,6,190.13,0.457,Yes,8,Young household,Home,Direct mail,0
M00990,132,4,229.29,0.283,No,10,Family,Home,Direct mail,1
M00991,99,11,812.96,0.073,No,14,Urban single,Beauty,Email,0
M00992,137,9,923.97,0.375,No,13,Retired,Electronics,Direct mail,0
M00993,70,14,1108.39,0.205,No,14,Urban single,Beauty,SMS,1
M00994,48,12,691.81,0.517,Yes,13,Young household,Grocery,Paid social,1
M00995,15,10,653.78,0.078,Yes,11,Urban single,Home,Direct mail,0
M00996,110,7,195.81,0.046,Yes,7,Retired,Apparel,Email,1
M00997,128,3,247.44,0.202,No,9,Family,Home,SMS,1
M00998,39,11,703.78,0.136,No,10,Established,Grocery,Email,0
M00999,143,13,1098.06,0.182,No,15,Retired,Apparel,Email,0
M01000,17,14,529.68,0.065,Yes,16,Urban single,Electronics,Paid social,1
M01001,131,12,520.64,0.289,No,11,Family,Beauty,SMS,1
M01002,38,4,259.67,0.099,Yes,9,Retired,Beauty,SMS,0
M01003,66,13,1513.82,0.36,No,13,Established,Home,Direct mail,1
M01004,21,12,838.76,0.334,No,15,Young household,Electronics,SMS,1
M01005,98,5,320.01,0.03,Yes,10,Family,Grocery,Email,1
M01006,39,15,988.88,0.327,No,12,Established,Apparel,Direct mail,1
M01007,67,12,144,0.202,No,11,Established,Grocery,Direct mail,0
M01008,123,4,121.02,0.237,No,8,Young household,Beauty,Paid social,0
M01009,69,10,593.91,0.352,No,11,Established,Beauty,SMS,1
M01010,45,5,185.3,0.113,Yes,9,Family,Beauty,Direct mail,0
M01011,145,2,120.14,0.179,Yes,2,Young household,Grocery,Direct mail,0
M01012,69,6,320.73,0.131,No,6,Young household,Grocery,Direct mail,0
M01013,80,11,944.98,0.014,No,12,Retired,Grocery,Email,1
M01014,22,7,572.74,0.159,Yes,7,Family,Electronics,SMS,0
M01015,124,12,822.87,0.056,No,9,Urban single,Beauty,Paid social,0
M01016,116,8,529.22,0.409,No,9,Young household,Home,Paid social,1
M01017,81,4,281.03,0.173,No,6,Retired,Grocery,Direct mail,0
M01018,78,14,1158.55,0.106,No,14,Established,Beauty,SMS,1
M01019,124,4,172.52,0.229,No,7,Retired,Beauty,Paid social,0
M01020,132,7,454.47,0.253,No,7,Established,Grocery,Paid social,0
M01021,68,9,208.35,0.2,No,13,Family,Home,SMS,1
M01022,107,13,1217.72,0.127,No,12,Family,Home,SMS,0
M01023,73,3,105.61,0.166,No,8,Urban single,Home,Paid social,1
M01024,51,14,798.51,0.206,No,15,Established,Electronics,SMS,1
M01025,32,16,939.74,0.429,No,14,Family,Beauty,SMS,1
M01026,38,12,447.95,0.222,Yes,14,Family,Grocery,Paid social,1
M01027,42,7,369.17,0.427,No,7,Retired,Electronics,Email,1
M01028,25,9,390.64,0.095,Yes,9,Established,Apparel,Paid social,0
M01029,139,10,774.29,0.329,No,6,Family,Home,Email,1
M01030,28,16,1539.37,0.126,No,15,Urban single,Home,Direct mail,1
M01031,126,8,627.63,0,No,8,Urban single,Beauty,Paid social,0
M01032,32,9,162.06,0.227,No,8,Retired,Grocery,Paid social,1
M01033,130,12,376.02,0.244,No,10,Urban single,Grocery,SMS,0
M01034,4,16,988.03,0,Yes,10,Young household,Home,Email,1
M01035,57,5,300.79,0.362,No,10,Family,Beauty,Email,0
M01036,33,13,156,0.038,Yes,13,Retired,Apparel,Paid social,1
M01037,69,13,838.89,0.266,No,10,Retired,Electronics,Paid social,1
M01038,116,10,752.09,0.15,Yes,12,Family,Electronics,Email,1
M01039,65,10,760.81,0.145,Yes,13,Established,Beauty,SMS,0
M01040,20,13,811.37,0.213,No,16,Retired,Grocery,Paid social,0
M01041,46,8,344.79,0.002,Yes,7,Urban single,Electronics,Paid social,1
M01042,41,9,700.47,0.188,No,10,Young household,Beauty,Email,1
M01043,75,16,693,0.267,Yes,17,Young household,Apparel,Direct mail,1
M01044,134,10,793.96,0.234,Yes,9,Retired,Beauty,SMS,1
M01045,18,9,537.73,0.042,No,11,Established,Electronics,Email,1
M01046,34,7,596.15,0.392,Yes,8,Family,Electronics,Paid social,1
M01047,91,12,680.49,0.325,No,13,Established,Apparel,Email,1
M01048,51,9,342.62,0.61,Yes,10,Urban single,Home,SMS,1
M01049,124,8,465.62,0.196,No,7,Established,Apparel,Paid social,0
M01050,92,5,376.3,0.433,No,10,Young household,Apparel,Paid social,1
M01051,39,12,947.85,0.236,No,14,Established,Beauty,Paid social,1
M01052,104,14,889.56,0.256,No,9,Family,Beauty,SMS,0
M01053,35,7,347.9,0,Yes,9,Retired,Electronics,SMS,0
M01054,125,5,99.41,0.042,No,5,Established,Beauty,Paid social,0
M01055,106,4,420.88,0.126,Yes,6,Urban single,Beauty,Paid social,0
M01056,125,6,173.58,0.669,No,5,Family,Grocery,SMS,1
M01057,85,7,84,0.251,No,11,Young household,Home,SMS,1
M01058,88,8,754.39,0,No,6,Retired,Grocery,SMS,1
M01059,114,6,298,0.272,Yes,5,Family,Home,SMS,0
M01060,91,10,694.5,0,No,11,Established,Beauty,Direct mail,0
M01061,139,2,217.33,0.269,No,10,Family,Home,Email,0
M01062,106,8,731.12,0.236,Yes,12,Family,Apparel,SMS,1
M01063,25,11,1381.28,0.348,Yes,9,Young household,Apparel,Paid social,1
M01064,7,13,518.5,0.019,No,14,Urban single,Grocery,Paid social,0
M01065,103,10,960.75,0.187,No,11,Urban single,Electronics,SMS,1
M01066,105,7,601.64,0.255,No,5,Retired,Grocery,Email,0
M01067,102,7,131.57,0.327,No,10,Family,Beauty,SMS,0
M01068,114,11,787.33,0.078,Yes,9,Urban single,Grocery,Direct mail,1
M01069,50,14,609.24,0.132,No,12,Young household,Grocery,Email,1
M01070,39,15,916.78,0.15,No,15,Family,Beauty,Paid social,0
M01071,56,10,535.64,0.251,Yes,8,Urban single,Beauty,SMS,1
M01072,65,9,425.55,0.061,Yes,13,Urban single,Apparel,SMS,0
M01073,92,9,622.81,0.11,Yes,9,Established,Electronics,Email,0
M01074,47,10,552.86,0.341,Yes,12,Urban single,Grocery,SMS,0
M01075,58,11,1069.96,0,No,13,Retired,Home,SMS,1
M01076,86,5,458.75,0,No,4,Urban single,Apparel,Paid social,1
M01077,61,11,1019.41,0.288,No,8,Established,Beauty,SMS,0
M01078,128,10,412.8,0.297,Yes,13,Established,Grocery,Paid social,0
M01079,6,5,346.08,0.322,Yes,9,Retired,Grocery,Paid social,0
M01080,117,4,155.84,0.473,No,10,Young household,Apparel,Paid social,1
M01081,65,16,629.37,0.26,No,17,Young household,Electronics,Direct mail,0
M01082,60,4,127.09,0.285,No,9,Family,Apparel,Paid social,1
M01083,55,7,509.61,0.232,No,5,Family,Apparel,Email,1
M01084,40,13,937.32,0.047,Yes,14,Established,Home,SMS,1
M01085,90,8,440.49,0.53,No,13,Family,Apparel,Direct mail,1
M01086,66,4,317.65,0.034,No,12,Young household,Home,Email,1
M01087,2,12,597.5,0.201,Yes,11,Young household,Home,Email,1
M01088,149,11,1060.33,0.154,No,15,Retired,Beauty,Paid social,1
M01089,1,12,810.88,0.121,No,17,Family,Home,Direct mail,0
M01090,47,7,355.02,0,Yes,8,Established,Electronics,Direct mail,0
M01091,146,3,188.9,0.071,Yes,10,Established,Grocery,Direct mail,0
M01092,74,10,803.45,0.299,Yes,8,Young household,Grocery,Email,0
M01093,16,14,308.66,0.282,Yes,16,Established,Beauty,Direct mail,1
M01094,74,10,395.49,0.296,Yes,12,Urban single,Apparel,Paid social,1
M01095,10,15,579.79,0.252,No,13,Established,Electronics,Email,1
M01096,120,12,904.05,0.192,No,11,Young household,Electronics,SMS,1
M01097,60,10,202.43,0.481,Yes,10,Family,Apparel,Email,1
M01098,48,14,1064.87,0.192,Yes,13,Urban single,Apparel,Direct mail,1
M01099,103,12,801.88,0.268,No,15,Established,Home,Paid social,1
M01100,103,11,493.27,0,No,12,Young household,Home,Email,1
