visitor_id,sessions_30d,product_views,cart_adds,wishlist_items,avg_session_minutes,prior_orders,email_clicks_30d,acquisition_channel,device,converted_14d
V00892,6,22,4,1,7.7,4,2,Email,Tablet,1
V00893,9,25,3,2,9.3,3,2,Search,Tablet,1
V00894,3,7,0,1,6.11,4,0,Paid social,Tablet,0
V00895,8,30,6,3,9.54,4,0,Organic,Mobile,1
V00896,11,65,9,5,16.5,0,4,Email,Desktop,1
V00897,1,5,1,1,3.87,0,3,Affiliate,Tablet,0
V00898,6,17,3,2,7.09,6,2,Search,Desktop,1
V00899,12,40,3,1,9.07,1,0,Organic,Tablet,0
V00900,14,67,6,2,10.99,3,1,Search,Desktop,1
V00901,11,48,7,2,12.54,1,1,Affiliate,Mobile,1
V00902,3,7,1,0,3.67,3,0,Organic,Tablet,0
V00903,13,48,9,4,14.3,2,0,Search,Mobile,1
V00904,6,28,5,0,7.31,1,2,Search,Desktop,1
V00905,10,53,7,3,10.97,0,3,Affiliate,Tablet,1
V00906,2,6,1,0,5.34,1,4,Paid social,Desktop,0
V00907,7,20,2,2,5.53,3,2,Search,Tablet,1
V00908,13,42,2,0,11.58,4,3,Affiliate,Mobile,1
V00909,8,40,3,0,9.2,0,0,Paid social,Tablet,0
V00910,13,47,7,2,14.99,1,3,Paid social,Tablet,1
V00911,10,25,2,2,8.79,6,3,Organic,Desktop,1
V00912,1,4,1,1,5.62,2,0,Organic,Mobile,1
V00913,5,21,3,1,8.11,6,0,Affiliate,Desktop,1
V00914,12,37,3,3,10.1,2,4,Search,Desktop,1
V00915,13,69,7,4,16.8,2,2,Organic,Tablet,1
V00916,7,16,2,1,6.8,2,3,Paid social,Mobile,1
V00917,14,35,3,2,11.49,4,4,Organic,Tablet,0
V00918,3,18,3,0,4.37,3,3,Paid social,Tablet,0
V00919,9,40,8,4,11.3,3,2,Search,Desktop,1
V00920,3,12,2,1,8.61,2,4,Search,Mobile,1
V00921,5,23,2,1,5.38,3,2,Paid social,Desktop,1
V00922,2,4,1,0,7.51,1,1,Search,Tablet,0
V00923,8,34,6,2,8.96,2,0,Organic,Desktop,0
V00924,9,26,2,1,5.53,3,2,Organic,Mobile,1
V00925,6,26,4,1,9.46,2,2,Paid social,Tablet,1
V00926,10,33,4,0,7.42,5,2,Organic,Desktop,1
V00927,3,4,1,2,7.94,4,2,Search,Tablet,0
V00928,3,13,2,3,7.91,5,1,Organic,Desktop,1
V00929,3,21,4,1,8.96,2,1,Organic,Desktop,1
V00930,11,31,6,3,11.27,2,3,Search,Tablet,1
V00931,3,4,0,0,3.31,3,1,Affiliate,Mobile,0
V00932,6,21,2,0,8.5,1,3,Paid social,Desktop,0
V00933,9,36,3,0,6.42,4,1,Search,Desktop,1
V00934,11,45,4,1,8.11,4,2,Organic,Tablet,1
V00935,10,48,4,1,8.07,3,1,Paid social,Desktop,1
V00936,14,53,9,5,16.1,2,2,Affiliate,Mobile,1
V00937,5,19,3,2,5.75,3,0,Email,Tablet,1
V00938,3,9,1,0,6.17,4,3,Email,Desktop,1
V00939,5,12,2,1,5.58,4,2,Paid social,Mobile,1
V00940,5,19,4,1,8.02,0,0,Search,Mobile,0
V00941,11,60,7,3,14.29,1,3,Paid social,Desktop,1
V00942,8,14,2,1,11.75,0,3,Email,Mobile,1
V00943,10,31,2,1,7.91,0,0,Paid social,Desktop,1
V00944,2,4,1,1,4.46,0,0,Paid social,Tablet,0
V00945,13,35,2,0,11.97,1,0,Search,Tablet,0
V00946,11,61,12,6,15.44,1,2,Search,Tablet,1
V00947,3,13,2,3,7,4,0,Organic,Mobile,1
V00948,7,28,3,0,10.99,0,1,Email,Mobile,0
V00949,7,28,2,2,5.73,1,0,Search,Desktop,0
V00950,2,11,1,0,4.1,1,1,Search,Mobile,1
V00951,5,17,3,2,9.42,1,2,Paid social,Mobile,1
V00952,12,55,6,3,13.26,5,0,Search,Tablet,1
V00953,7,33,6,1,11.2,3,4,Email,Tablet,1
V00954,7,17,3,2,9.32,0,0,Paid social,Mobile,0
V00955,10,33,4,3,13.98,2,1,Affiliate,Desktop,1
V00956,12,36,4,0,12.34,3,0,Organic,Tablet,0
V00957,11,35,2,1,7.23,2,0,Affiliate,Desktop,1
V00958,1,2,0,0,0.4,4,3,Search,Desktop,0
V00959,7,21,3,3,5.3,0,2,Paid social,Tablet,0
V00960,9,33,5,1,10.86,5,3,Organic,Mobile,1
V00961,5,16,2,2,7.68,2,2,Search,Mobile,1
V00962,6,16,2,0,6.13,1,1,Search,Mobile,0
V00963,8,30,5,1,8.85,2,0,Organic,Desktop,1
V00964,10,27,2,2,4.11,2,1,Affiliate,Tablet,1
V00965,7,20,3,0,8.28,1,3,Paid social,Mobile,1
V00966,5,11,1,0,5.95,0,0,Paid social,Tablet,0
V00967,12,26,3,1,10.92,2,3,Search,Mobile,0
V00968,10,45,8,5,13.74,5,2,Paid social,Mobile,1
V00969,14,49,4,0,12.37,4,2,Affiliate,Tablet,1
V00970,9,36,3,3,10.37,4,2,Search,Tablet,1
V00971,7,23,3,1,7.32,3,3,Paid social,Mobile,1
V00972,3,8,1,0,4.54,1,3,Paid social,Tablet,0
V00973,7,18,1,0,2.72,1,3,Email,Mobile,1
V00974,13,39,6,3,12.71,4,0,Paid social,Desktop,1
V00975,2,4,0,1,6.5,2,0,Email,Desktop,0
V00976,3,15,1,1,7.54,5,2,Search,Desktop,0
V00977,2,6,1,0,3.84,0,0,Search,Tablet,0
V00978,13,37,6,3,13.12,1,1,Email,Desktop,1
V00979,10,25,3,2,5.84,3,3,Paid social,Desktop,0
V00980,12,57,9,3,12.96,1,1,Paid social,Desktop,1
V00981,14,37,3,2,12.62,2,1,Paid social,Desktop,1
V00982,7,18,2,0,9.44,0,3,Search,Desktop,0
V00983,14,56,8,5,10.32,1,2,Search,Desktop,1
V00984,2,4,1,2,4.41,6,0,Search,Desktop,0
V00985,14,34,5,3,11.81,0,1,Email,Mobile,1
V00986,11,39,7,4,14.03,1,3,Affiliate,Mobile,1
V00987,3,11,1,1,3.89,1,2,Organic,Mobile,1
V00988,13,40,5,1,12.1,0,0,Organic,Mobile,1
V00989,13,62,6,3,14.33,0,3,Email,Desktop,1
V00990,5,25,3,2,9,2,0,Organic,Mobile,1
V00991,14,38,7,3,16.2,3,2,Email,Desktop,1
V00992,12,41,7,3,13.59,1,1,Organic,Tablet,1
V00993,13,38,4,1,10.33,0,1,Affiliate,Tablet,1
V00994,9,29,4,2,10.56,4,3,Search,Mobile,1
V00995,10,51,10,4,15.66,4,0,Email,Desktop,1
V00996,7,28,2,2,7.25,1,0,Affiliate,Mobile,0
V00997,3,11,1,0,6.49,3,1,Paid social,Desktop,0
V00998,1,5,0,0,0.68,0,2,Email,Mobile,0
V00999,10,39,6,2,12.73,1,0,Organic,Mobile,1
V01000,9,31,2,0,6.87,0,1,Paid social,Desktop,1
V01001,4,20,3,3,6.46,1,2,Search,Tablet,1
V01002,1,5,0,0,2.01,1,3,Email,Tablet,0
V01003,6,19,4,3,7.99,1,2,Email,Tablet,1
V01004,10,35,6,3,10.38,3,0,Organic,Mobile,1
V01005,5,26,3,0,6.07,4,3,Search,Mobile,0
V01006,8,28,5,0,9.13,3,3,Search,Mobile,1
V01007,1,8,1,1,3.53,0,3,Email,Tablet,1
V01008,3,16,3,2,6.36,3,4,Affiliate,Mobile,1
V01009,5,17,3,0,8.8,2,2,Affiliate,Tablet,0
V01010,3,4,0,0,0.96,0,0,Paid social,Mobile,0
V01011,2,8,1,1,4.47,1,4,Email,Tablet,1
V01012,3,16,2,1,4.93,4,1,Paid social,Tablet,0
V01013,9,33,2,1,6.98,0,3,Search,Tablet,0
V01014,5,14,3,0,6.54,3,1,Affiliate,Desktop,1
V01015,9,52,3,2,12.02,2,3,Email,Tablet,1
V01016,4,13,2,2,4.82,1,2,Paid social,Tablet,0
V01017,10,44,6,3,10.26,5,1,Affiliate,Tablet,1
V01018,12,47,7,2,14.15,2,2,Email,Mobile,1
V01019,2,7,1,0,4.87,4,1,Organic,Mobile,0
V01020,5,14,2,2,6.6,2,3,Organic,Mobile,1
V01021,6,26,4,3,9.04,6,3,Email,Tablet,1
V01022,11,45,2,1,8.01,5,1,Email,Mobile,1
V01023,12,55,5,1,11.69,2,1,Email,Tablet,1
V01024,11,25,2,1,7.62,2,1,Search,Mobile,1
V01025,9,50,9,4,14.21,2,3,Email,Mobile,1
V01026,14,45,4,2,8.96,3,3,Paid social,Desktop,1
V01027,2,14,1,1,3.74,6,1,Affiliate,Mobile,0
V01028,9,25,4,0,9.68,3,1,Affiliate,Desktop,1
V01029,4,8,1,0,5.43,0,2,Organic,Desktop,0
V01030,13,32,2,2,8.82,4,3,Search,Tablet,1
V01031,3,8,1,0,4.05,3,0,Organic,Tablet,0
V01032,1,7,1,3,2.26,1,1,Paid social,Tablet,0
V01033,8,17,1,2,11.06,4,1,Affiliate,Desktop,0
V01034,1,6,1,0,6.02,2,3,Paid social,Mobile,1
V01035,13,64,9,4,12.54,3,2,Email,Desktop,1
V01036,11,50,3,1,8.98,3,0,Search,Desktop,1
V01037,12,67,13,6,16.98,1,0,Paid social,Tablet,1
V01038,4,19,3,1,4.86,2,0,Affiliate,Mobile,0
V01039,5,29,5,3,7.54,1,2,Paid social,Tablet,1
V01040,13,31,3,2,11.11,4,3,Organic,Desktop,1
V01041,5,17,2,0,6.86,4,0,Email,Desktop,1
V01042,4,19,4,2,8.9,2,2,Email,Mobile,1
V01043,11,53,5,2,10.92,5,0,Paid social,Tablet,1
V01044,14,76,11,6,15.61,4,0,Paid social,Tablet,1
V01045,12,29,2,0,8.93,2,3,Paid social,Desktop,1
V01046,2,9,1,0,1.43,4,0,Affiliate,Desktop,0
V01047,5,21,3,2,5.73,1,2,Email,Mobile,1
V01048,11,50,6,3,10.38,0,3,Email,Desktop,1
V01049,2,5,1,0,4.13,4,0,Paid social,Tablet,0
V01050,3,16,1,1,5.68,2,3,Email,Desktop,1
V01051,14,43,6,3,11.89,0,3,Search,Tablet,1
V01052,7,33,6,2,8.94,1,2,Organic,Mobile,1
V01053,6,36,6,4,11.19,2,3,Organic,Mobile,1
V01054,13,37,4,3,9.71,5,4,Affiliate,Desktop,1
V01055,8,18,2,1,8.75,2,4,Affiliate,Tablet,1
V01056,10,24,5,2,12.71,3,2,Organic,Tablet,1
V01057,12,33,6,2,13.84,2,0,Organic,Desktop,1
V01058,2,7,1,0,1.96,3,1,Organic,Tablet,0
V01059,8,21,4,4,8.14,4,3,Paid social,Mobile,1
V01060,8,36,4,2,8.16,1,3,Paid social,Tablet,1
V01061,14,75,13,6,19,2,4,Paid social,Desktop,1
V01062,13,41,6,3,14.05,0,0,Search,Desktop,1
V01063,1,3,0,0,2.22,0,4,Email,Tablet,0
V01064,7,29,5,1,9.68,5,4,Organic,Tablet,1
V01065,1,6,1,1,1.56,1,3,Paid social,Desktop,1
V01066,5,24,4,4,8.33,2,2,Email,Desktop,1
V01067,13,26,4,2,8.8,2,0,Email,Desktop,1
V01068,14,58,6,3,14.18,0,1,Email,Mobile,1
V01069,4,24,3,2,7.19,5,3,Search,Tablet,1
V01070,9,22,1,1,7.45,1,0,Paid social,Desktop,0
V01071,9,16,3,2,7.38,4,1,Organic,Mobile,1
V01072,13,33,2,0,10.88,0,1,Organic,Desktop,1
V01073,4,13,2,0,3.76,1,3,Organic,Mobile,0
V01074,5,14,2,0,4.67,1,1,Organic,Desktop,0
V01075,11,56,5,3,9.2,2,3,Organic,Desktop,1
V01076,8,18,2,1,8.81,3,3,Email,Desktop,0
V01077,8,36,7,5,12.24,2,0,Organic,Desktop,1
V01078,11,36,5,3,7.65,0,0,Search,Tablet,1
V01079,6,21,3,3,9.6,3,4,Email,Tablet,1
V01080,14,66,4,3,10.23,0,2,Search,Mobile,1
V01081,3,6,1,1,4,3,2,Email,Mobile,1
V01082,4,22,2,0,6.19,0,0,Organic,Tablet,0
V01083,4,19,2,1,9.17,4,3,Email,Tablet,1
V01084,7,37,6,3,8.95,3,1,Search,Mobile,1
V01085,6,20,3,0,7.42,2,2,Organic,Tablet,1
V01086,14,62,7,3,19,3,1,Affiliate,Mobile,1
V01087,8,42,6,2,8.42,3,4,Email,Desktop,1
V01088,5,15,3,0,7.61,2,4,Search,Desktop,0
V01089,5,20,2,1,5.81,2,1,Email,Tablet,0
V01090,11,27,4,2,10.64,3,1,Paid social,Desktop,1
V01091,10,46,3,0,9.55,0,4,Email,Tablet,1
V01092,5,21,2,0,4.53,0,4,Affiliate,Mobile,0
V01093,3,10,1,1,4.46,2,4,Affiliate,Mobile,1
V01094,5,13,2,0,7.36,1,0,Organic,Tablet,0
V01095,5,21,4,1,6.35,2,0,Organic,Desktop,1
V01096,11,52,10,6,16.18,5,2,Organic,Mobile,1
V01097,9,31,6,2,11.06,0,1,Search,Desktop,1
V01098,14,33,7,3,12.97,4,2,Organic,Mobile,1
V01099,9,21,3,2,6.33,2,4,Paid social,Tablet,1
V01100,7,37,4,0,11.31,3,4,Paid social,Tablet,1
V01101,9,51,6,3,11.86,3,0,Email,Tablet,1
V01102,10,45,9,3,17.45,2,3,Organic,Mobile,1
V01103,7,34,5,1,9.97,2,2,Affiliate,Desktop,1
V01104,10,39,8,2,10.32,4,2,Search,Tablet,1
V01105,13,41,3,0,12.87,2,3,Affiliate,Mobile,0
V01106,1,3,1,2,5.66,3,1,Affiliate,Mobile,0
V01107,12,36,7,3,10.55,3,2,Organic,Tablet,1
V01108,8,19,3,0,7.88,6,1,Affiliate,Mobile,1
V01109,3,20,2,0,7.69,0,2,Paid social,Tablet,1
V01110,1,1,0,0,1.07,0,0,Email,Desktop,0
V01111,8,25,2,4,7.9,3,2,Affiliate,Mobile,1
V01112,7,19,1,0,10.51,0,2,Email,Desktop,0
V01113,8,21,2,1,5.52,2,1,Email,Desktop,0
V01114,12,50,10,5,15.9,1,0,Organic,Tablet,1
V01115,7,32,5,1,9.29,2,3,Affiliate,Tablet,1
V01116,12,39,2,1,9.58,3,0,Search,Tablet,1
V01117,8,28,5,2,11.07,3,2,Paid social,Tablet,0
V01118,5,23,5,1,8.19,4,0,Paid social,Desktop,1
V01119,3,20,2,2,1.84,2,0,Organic,Mobile,1
V01120,3,16,3,2,4.8,3,0,Affiliate,Tablet,0
V01121,3,11,2,0,6.51,0,1,Email,Mobile,0
V01122,9,36,6,1,7.96,0,0,Search,Tablet,1
V01123,11,25,3,2,9.99,0,3,Organic,Tablet,0
V01124,8,26,4,2,8.06,3,2,Email,Desktop,1
V01125,4,9,1,1,2.96,3,0,Email,Mobile,1
V01126,7,21,4,1,9.84,0,2,Email,Mobile,0
V01127,8,46,8,3,14.07,5,3,Affiliate,Desktop,1
V01128,9,40,7,3,12.39,0,4,Paid social,Tablet,1
V01129,4,13,2,1,2.85,4,0,Organic,Tablet,0
V01130,4,18,2,0,5.21,3,4,Affiliate,Tablet,1
V01131,11,65,7,3,13.09,4,0,Email,Tablet,1
V01132,5,14,2,1,3.71,0,0,Email,Mobile,0
V01133,7,34,2,0,8.18,1,2,Organic,Desktop,1
V01134,8,43,4,1,11.52,0,0,Email,Tablet,1
V01135,11,37,7,5,13.47,3,4,Affiliate,Mobile,1
V01136,12,27,5,4,14.52,1,3,Affiliate,Desktop,1
V01137,11,44,9,3,12.17,1,2,Search,Tablet,1
V01138,14,39,6,3,13.54,2,0,Organic,Mobile,1
V01139,6,19,4,2,9.21,1,0,Affiliate,Desktop,1
V01140,14,40,8,2,12.37,0,3,Organic,Desktop,1
V01141,1,8,1,1,4.67,5,2,Paid social,Mobile,0
V01142,7,30,3,1,8.12,3,3,Email,Desktop,1
V01143,4,22,4,2,6.07,2,0,Affiliate,Mobile,1
V01144,8,14,3,0,9.89,3,1,Search,Desktop,1
V01145,10,29,3,0,10.95,4,0,Email,Mobile,1
V01146,2,3,0,0,4.41,3,1,Organic,Tablet,1
V01147,9,29,3,2,8.75,0,4,Email,Mobile,1
V01148,3,9,2,1,5.89,4,3,Organic,Mobile,1
V01149,3,11,2,2,5.11,1,2,Search,Desktop,1
V01150,10,47,4,3,9.23,1,2,Email,Desktop,1
V01151,6,26,5,1,10.86,3,1,Email,Desktop,1
V01152,8,30,6,4,8.84,2,0,Organic,Mobile,0
V01153,8,35,5,2,8.05,3,1,Search,Mobile,1
V01154,5,29,3,1,6.65,2,1,Email,Mobile,0
V01155,12,52,10,3,15.17,0,2,Affiliate,Desktop,1
V01156,5,24,5,1,7.57,0,1,Affiliate,Desktop,1
V01157,14,66,7,4,11.56,0,0,Affiliate,Desktop,1
V01158,11,47,6,3,12.55,6,1,Paid social,Tablet,1
V01159,12,61,3,1,9.33,2,0,Affiliate,Mobile,1
V01160,9,35,4,1,11.42,6,4,Search,Desktop,1
V01161,3,16,3,1,7.98,2,0,Paid social,Mobile,1
V01162,10,35,7,3,9.31,3,3,Email,Mobile,1
V01163,7,23,1,0,5.98,2,0,Paid social,Desktop,0
V01164,9,47,7,2,14.69,1,2,Email,Desktop,1
V01165,3,9,1,1,4.47,2,3,Organic,Mobile,0
V01166,2,7,0,2,2.84,3,0,Search,Desktop,0
V01167,2,7,1,0,1.86,2,2,Organic,Desktop,0
V01168,10,42,5,0,8.4,2,4,Email,Desktop,1
V01169,9,33,6,3,11.89,2,4,Organic,Desktop,1
V01170,8,40,6,3,12.86,3,2,Affiliate,Tablet,1
V01171,12,38,5,2,11.94,2,3,Email,Mobile,1
V01172,6,20,1,0,4.85,3,0,Organic,Tablet,0
V01173,7,18,1,1,7.35,4,1,Email,Mobile,0
V01174,14,62,3,2,9.98,2,3,Organic,Desktop,1
V01175,3,11,1,1,4.23,4,1,Email,Tablet,0
V01176,10,46,5,2,9.73,1,1,Paid social,Tablet,1
V01177,8,22,4,2,8.78,2,2,Organic,Mobile,1
V01178,4,17,2,0,4.03,5,3,Email,Desktop,1
V01179,5,10,2,1,4.46,2,0,Search,Mobile,0
V01180,2,10,1,0,3.76,3,3,Email,Tablet,0
V01181,9,39,5,2,9.77,3,4,Affiliate,Mobile,1
V01182,12,53,10,6,18.62,0,1,Organic,Tablet,1
V01183,13,46,8,3,16.36,0,4,Affiliate,Mobile,1
V01184,14,72,12,5,18.83,4,2,Search,Mobile,1
V01185,7,36,7,3,9.51,1,1,Search,Desktop,1
V01186,1,10,1,0,2.03,3,4,Paid social,Desktop,0
V01187,4,24,3,3,5.19,7,0,Search,Mobile,0
V01188,7,38,3,1,8.59,2,0,Search,Desktop,1
V01189,1,3,0,0,0.4,0,1,Email,Desktop,0
V01190,8,36,3,0,9.91,0,2,Email,Tablet,1
V01191,14,33,6,1,15.49,4,1,Email,Desktop,1
V01192,1,2,0,0,2.76,2,0,Organic,Desktop,0
V01193,11,40,6,2,11.98,1,2,Email,Tablet,1
V01194,14,60,10,5,15.54,3,2,Email,Tablet,1
V01195,12,40,6,2,10.52,3,3,Organic,Tablet,1
V01196,9,49,9,4,14.82,2,4,Paid social,Desktop,1
V01197,7,37,5,1,8.61,0,3,Organic,Tablet,1
V01198,4,11,1,2,5.38,4,0,Paid social,Tablet,0
V01199,7,17,1,0,5.67,0,3,Affiliate,Desktop,0
V01200,7,17,3,1,9.89,2,1,Search,Desktop,1
