customer_id,tenure_months,orders_12m,avg_order_value,return_rate,email_click_rate,loyalty_points,support_tickets,acquisition_channel,region,lifetime_value_12m
C00790,71,9,51.73,0,0.255,339,2,Paid social,West,894.78
C00791,32,10,125.33,0.061,0.245,1460,1,Store,South,1783.38
C00792,24,1,32.38,0.18,0.097,29,2,Paid social,South,20
C00793,56,4,54.56,0.106,0.148,180,1,Organic,Midwest,304.18
C00794,51,9,96.53,0.092,0.376,561,1,Search,West,1145.98
C00795,61,6,33.03,0.135,0.428,144,2,Organic,Midwest,277.26
C00796,64,7,74.13,0.096,0.139,406,0,Paid social,Northeast,733.09
C00797,50,2,45.85,0.158,0.278,82,1,Referral,South,20
C00798,19,4,12,0.163,0.144,35,2,Paid social,Northeast,78.33
C00799,65,10,81.54,0.145,0.292,857,1,Store,West,1269.19
C00800,48,8,83.46,0.191,0.312,406,1,Search,Midwest,616.26
C00801,13,8,81.79,0.09,0.185,445,0,Organic,South,613.93
C00802,2,3,62.86,0.247,0.152,135,2,Search,Northeast,212.07
C00803,52,6,97.55,0.1,0.268,406,0,Search,Northeast,832.32
C00804,7,8,93.47,0.191,0.163,481,0,Search,Midwest,739.68
C00805,3,5,57.35,0.121,0.135,321,2,Referral,West,115.55
C00806,42,8,101.24,0.043,0.229,551,0,Paid social,Northeast,1162.74
C00807,49,11,82.08,0.099,0.158,706,1,Store,Northeast,1152.26
C00808,42,4,72.58,0.183,0.186,203,2,Store,South,419.38
C00809,51,11,81.57,0.158,0.237,857,0,Referral,South,1295.35
C00810,68,6,50.55,0.05,0.228,276,3,Search,West,477.81
C00811,31,7,66.1,0.146,0.274,324,2,Referral,Northeast,586.92
C00812,44,14,101,0,0.336,989,3,Paid social,Midwest,2116.28
C00813,52,9,81.58,0.086,0.428,840,1,Paid social,Northeast,1033.28
C00814,38,4,75.19,0.174,0.266,229,2,Store,South,364.09
C00815,21,9,46.38,0.087,0.249,497,1,Paid social,West,664.78
C00816,26,11,86.5,0.094,0.244,761,0,Paid social,West,1085.19
C00817,31,7,72.64,0.2,0.177,565,1,Paid social,Northeast,689.44
C00818,54,8,127.54,0.195,0.284,718,1,Search,Midwest,1207.31
C00819,48,3,43.95,0.166,0.053,126,2,Organic,Midwest,61.32
C00820,65,10,31.58,0.092,0.246,359,1,Search,West,612.99
C00821,61,2,58.51,0.098,0.124,96,1,Referral,Midwest,173.47
C00822,51,9,25.91,0.209,0.06,236,1,Store,Midwest,277.41
C00823,26,3,70.55,0.2,0.283,127,1,Organic,West,232.59
C00824,23,10,75.81,0.143,0.172,664,2,Referral,West,935.4
C00825,13,7,68.09,0.128,0.237,561,0,Referral,West,560.37
C00826,62,7,69.57,0.161,0.301,340,1,Search,South,472.67
C00827,52,4,39.43,0.131,0.242,122,1,Store,Midwest,281.28
C00828,59,13,87.27,0.051,0.228,1049,1,Paid social,Northeast,1736.85
C00829,33,4,18.98,0.154,0.049,74,0,Store,South,20
C00830,23,3,12,0.093,0.187,30,2,Referral,Midwest,112.53
C00831,65,6,28.9,0.046,0.242,194,1,Referral,South,360.21
C00832,4,7,53.73,0.018,0.296,243,1,Paid social,Midwest,242.14
C00833,36,1,45.92,0.116,0.343,34,0,Paid social,Midwest,20
C00834,41,7,86.19,0.125,0.142,532,0,Referral,Northeast,710.56
C00835,32,8,68.8,0.145,0.214,348,2,Search,Midwest,673.79
C00836,44,12,51.92,0.101,0.228,685,0,Organic,South,832.62
C00837,66,5,102.63,0.072,0.345,505,0,Paid social,Midwest,845.74
C00838,36,5,30.08,0.173,0.128,154,3,Organic,West,245.79
C00839,45,6,106.44,0.152,0.314,713,1,Referral,Midwest,838.24
C00840,24,6,76.28,0.123,0.091,456,2,Referral,West,677.18
C00841,16,4,49.8,0.097,0.111,126,1,Search,Northeast,357
C00842,28,3,70.31,0.151,0.182,175,0,Store,West,121.59
C00843,61,12,97.61,0.128,0.195,879,2,Organic,South,1593.23
C00844,57,5,55.65,0.15,0.109,328,2,Paid social,South,269.09
C00845,34,2,42.95,0.164,0.188,94,3,Organic,Northeast,175.56
C00846,18,6,82.71,0.063,0.2,463,2,Referral,South,632.08
C00847,46,6,94.32,0.144,0.201,645,1,Organic,Midwest,795.39
C00848,19,3,51.63,0.244,0.266,102,2,Paid social,Northeast,148.17
C00849,6,3,12,0.143,0.041,37,2,Search,South,20
C00850,44,6,42.4,0.028,0.264,195,0,Referral,Northeast,395.6
C00851,44,12,52.54,0.088,0.176,540,2,Store,Midwest,921.98
C00852,37,3,49.91,0.141,0.133,147,2,Referral,West,84.59
C00853,27,1,63.38,0.127,0.193,56,1,Search,Northeast,20
C00854,41,9,22.44,0.165,0.195,151,0,Organic,South,318.89
C00855,42,3,94.25,0.123,0.235,181,0,Referral,South,324.53
C00856,54,3,12.69,0.167,0.086,35,2,Referral,South,63.76
C00857,65,8,72.89,0.137,0.287,379,0,Search,South,815.12
C00858,49,6,26.22,0.12,0.19,118,0,Paid social,West,90.65
C00859,62,6,49.3,0.096,0.235,209,1,Referral,Northeast,473.69
C00860,67,5,56.37,0.108,0.268,245,3,Paid social,Northeast,390.04
C00861,65,13,117.28,0.056,0.242,1262,2,Organic,Northeast,2337.91
C00862,39,1,22.72,0.084,0.408,20,0,Referral,Northeast,116.94
C00863,66,8,116.44,0.107,0.215,742,0,Store,Northeast,1515.19
C00864,23,6,57.44,0.13,0.108,225,2,Store,West,277.45
C00865,28,3,58.92,0.216,0.081,111,2,Store,Northeast,292.12
C00866,41,11,39.25,0.14,0.144,352,0,Organic,South,465.76
C00867,12,2,25.12,0.129,0.046,60,1,Paid social,West,96.17
C00868,35,5,12,0.11,0.185,50,2,Organic,Northeast,102.53
C00869,48,7,62.5,0.153,0.246,346,1,Search,Midwest,524.71
C00870,66,7,97.94,0.145,0.259,747,2,Store,Northeast,978.58
C00871,71,5,51.16,0.123,0.176,154,0,Store,West,463.07
C00872,56,10,107.79,0.158,0.129,992,2,Store,West,1537.78
C00873,3,6,40.56,0.174,0.151,258,0,Store,South,132.3
C00874,47,1,56.47,0.148,0.16,44,2,Organic,West,160.63
C00875,3,10,66.25,0.109,0.363,685,2,Search,Northeast,798.55
C00876,69,6,100.37,0.112,0.211,505,1,Organic,West,996.17
C00877,55,11,87.51,0.182,0.338,738,0,Organic,Midwest,1269.26
C00878,57,7,23.98,0.03,0.207,161,0,Paid social,Northeast,364.77
C00879,23,1,69.89,0.208,0.145,48,1,Paid social,South,46.05
C00880,19,9,98.99,0.109,0.263,689,1,Search,Midwest,992.25
C00881,12,2,34.76,0.043,0,66,2,Paid social,South,47.22
C00882,70,13,87.19,0.07,0.468,1057,0,Referral,South,1778.75
C00883,45,5,19.27,0.157,0.182,115,1,Paid social,Northeast,27.42
C00884,18,9,79.31,0,0.265,454,2,Referral,West,844.7
C00885,11,6,56.53,0.156,0.184,299,3,Search,Northeast,393.59
C00886,71,5,34,0.112,0.122,114,1,Search,West,285.27
C00887,33,4,43.91,0.221,0.138,136,2,Organic,Northeast,279.55
C00888,38,8,46.28,0.134,0.226,259,0,Paid social,South,474.55
C00889,66,6,58.36,0.088,0.201,252,2,Organic,West,405.37
C00890,45,11,68.29,0.061,0.28,654,0,Paid social,West,946.69
C00891,66,11,94.88,0.005,0.22,745,1,Search,Northeast,1820.26
C00892,46,15,86.72,0,0.346,815,1,Store,South,1858.98
C00893,23,3,75.8,0.141,0.395,223,2,Search,West,217.11
C00894,12,7,102.48,0.099,0.291,858,1,Organic,Northeast,803.14
C00895,34,13,83.85,0,0.335,1104,0,Organic,South,1548.33
C00896,9,7,94.67,0.164,0.334,539,1,Store,Midwest,516.86
C00897,55,1,32.06,0.234,0.079,20,2,Paid social,Northeast,196.1
C00898,33,4,81.61,0.121,0.252,229,0,Search,West,423.6
C00899,46,9,128.02,0.107,0.295,1161,2,Store,Northeast,1645.96
C00900,31,6,50.83,0.178,0.278,332,1,Paid social,West,306.41
C00901,25,4,60.21,0.187,0.092,204,0,Store,West,245.14
C00902,51,9,60.67,0.081,0.132,533,2,Referral,Midwest,740.03
C00903,34,7,64.81,0.059,0.315,326,0,Store,Northeast,531.74
C00904,38,6,45.49,0.097,0.303,192,0,Organic,Northeast,338.24
C00905,64,3,92.02,0.127,0.211,304,2,Referral,Midwest,390.41
C00906,6,1,63.92,0.128,0.23,56,1,Search,Northeast,20
C00907,37,3,67.17,0.116,0.085,231,1,Referral,West,235.35
C00908,39,1,66.5,0.168,0.064,52,0,Organic,Midwest,33.79
C00909,60,8,93.45,0.025,0.338,702,1,Store,West,1149.82
C00910,23,1,34,0.252,0.144,29,3,Paid social,Midwest,102.58
C00911,13,5,75.6,0.064,0.423,322,0,Organic,Midwest,387.03
C00912,13,6,38.87,0.13,0.261,214,2,Store,Northeast,418.36
C00913,70,6,37.59,0.182,0.315,218,0,Search,Midwest,327.21
C00914,28,5,56.01,0.183,0.146,198,1,Referral,South,307.08
C00915,54,4,82.83,0.133,0.126,277,0,Referral,South,432.38
C00916,67,9,46.29,0.144,0.212,414,0,Referral,Midwest,557.63
C00917,53,13,88.88,0.08,0.32,772,1,Search,Northeast,1717.51
C00918,26,4,30.58,0.158,0.027,145,2,Search,Northeast,189.59
C00919,21,6,58.99,0.161,0.144,287,3,Store,Northeast,463.41
C00920,54,7,12,0.12,0.385,70,0,Organic,Midwest,123.05
C00921,24,11,70.97,0.017,0.091,692,2,Organic,Northeast,1133.27
C00922,39,5,97.12,0.206,0.289,553,1,Organic,South,695.2
C00923,62,3,38.55,0.288,0.17,128,2,Organic,West,115.99
C00924,13,2,46.7,0.183,0.122,103,1,Search,Northeast,80.42
C00925,48,3,60.98,0.072,0.218,208,0,Organic,South,361.04
C00926,12,6,44.16,0.068,0.166,222,2,Store,Northeast,321.46
C00927,54,10,92.29,0.133,0.424,1106,0,Store,South,1200.04
C00928,18,7,54.71,0.081,0.231,449,1,Paid social,Midwest,421.77
C00929,20,2,32.07,0.159,0.081,57,1,Store,West,29.42
C00930,42,3,12.01,0.212,0.083,34,0,Organic,West,119.54
C00931,3,3,12,0.162,0.117,25,1,Paid social,West,65.15
C00932,28,3,28.83,0.13,0.198,52,2,Store,South,73.88
C00933,64,7,51.86,0.254,0.123,233,1,Organic,South,554.43
C00934,4,6,94.11,0.096,0.052,366,1,Search,South,562.1
C00935,54,1,50.21,0.208,0.057,58,0,Store,South,57.32
C00936,57,10,63.89,0.075,0.424,422,1,Referral,Midwest,976.2
C00937,65,1,49.3,0.186,0.095,52,1,Search,Midwest,64.6
C00938,2,8,48.94,0.159,0.225,258,0,Referral,West,466.6
C00939,64,3,88.78,0.049,0.276,256,0,Search,Midwest,401
C00940,45,8,51.44,0.085,0.162,303,1,Paid social,Northeast,532.37
C00941,61,11,41.38,0.094,0.222,277,0,Store,Northeast,770.66
C00942,45,8,71.96,0.096,0.334,414,2,Store,West,751.14
C00943,47,11,70.48,0.176,0.368,503,2,Search,Northeast,943.76
C00944,24,1,24.11,0.188,0.142,16,1,Store,Midwest,20
C00945,56,10,86.94,0.092,0.224,750,0,Search,Midwest,1367.1
C00946,13,1,69.8,0.111,0.195,65,2,Referral,South,185.13
C00947,34,11,79.22,0.139,0.441,870,1,Store,Northeast,1025.08
C00948,60,14,105.9,0.1,0.345,1541,2,Search,Northeast,2149.06
C00949,31,5,30.25,0.137,0.343,131,1,Store,Midwest,343.78
C00950,21,10,78.17,0.132,0.222,578,1,Paid social,Northeast,930.21
C00951,40,5,55,0.091,0.237,301,1,Paid social,Northeast,362.17
C00952,22,1,75.15,0.227,0.051,81,3,Paid social,South,20
C00953,46,7,64.09,0.154,0.175,329,2,Paid social,South,552.65
C00954,43,9,28.17,0.082,0.264,284,0,Organic,Northeast,358.07
C00955,61,9,60.56,0.133,0.322,603,2,Store,West,702.45
C00956,11,7,46.59,0.136,0.25,362,1,Store,West,431.79
C00957,38,1,71.43,0.153,0.085,75,1,Store,Northeast,98.45
C00958,68,2,23.09,0.139,0.042,33,1,Paid social,Midwest,114.37
C00959,26,8,63.75,0.131,0.168,585,2,Referral,Northeast,718.97
C00960,24,8,62.07,0.132,0.318,431,1,Store,Northeast,692.14
C00961,21,6,46.51,0.271,0.198,186,1,Search,South,298.04
C00962,28,9,56.31,0.186,0.252,510,2,Organic,Midwest,564.98
C00963,27,7,56.51,0.141,0.35,267,1,Organic,Midwest,551.28
C00964,14,7,92.93,0.029,0.268,442,1,Search,South,762.52
C00965,15,5,51.72,0.094,0.277,165,2,Search,Midwest,329.79
C00966,51,6,47.73,0.196,0.351,291,1,Store,West,365.21
C00967,43,8,58.16,0.145,0.338,495,0,Search,Midwest,551.12
C00968,20,1,63.63,0.2,0.085,63,0,Store,West,93.56
C00969,37,9,78.43,0.086,0.258,432,2,Paid social,South,937.14
C00970,34,3,39.81,0.245,0.173,140,3,Organic,South,20
C00971,42,3,48.88,0.083,0.314,169,0,Paid social,West,280.64
C00972,65,5,95.66,0.111,0.248,390,0,Paid social,South,808.7
C00973,69,11,116.18,0.124,0.277,1241,1,Organic,South,2035.27
C00974,48,3,63.03,0.038,0.261,150,2,Paid social,Northeast,402.33
C00975,34,5,71.2,0.094,0.312,340,1,Referral,Northeast,450.47
C00976,13,13,83.28,0.217,0.169,1145,0,Store,West,1039.34
C00977,66,8,16.72,0.141,0.293,142,1,Store,South,230.91
C00978,9,4,12,0.19,0.097,31,1,Organic,Midwest,20
C00979,24,8,61.69,0,0.433,396,0,Paid social,South,714
C00980,38,1,65.7,0.169,0.274,40,2,Organic,South,101.65
C00981,13,3,58.26,0.111,0.287,185,0,Referral,Northeast,92.07
C00982,7,6,75.18,0.127,0.231,280,1,Referral,Northeast,515
C00983,27,3,92.78,0.132,0.325,257,3,Store,Northeast,353.04
C00984,27,9,91.02,0.003,0.203,492,2,Organic,Northeast,1025.82
C00985,23,1,41.59,0.227,0.099,26,2,Organic,Midwest,181.48
C00986,17,9,103.62,0.135,0.2,949,1,Store,West,1048.83
C00987,10,1,73.91,0.173,0.247,66,2,Paid social,South,20
C00988,40,4,42.52,0.088,0.012,203,2,Paid social,Northeast,316.35
C00989,35,2,84.5,0.112,0.161,144,0,Paid social,South,194.83
C00990,51,4,60.43,0.109,0.366,213,1,Organic,South,467.06
C00991,10,2,73.19,0.124,0,89,1,Referral,South,136.27
C00992,63,9,76.74,0.026,0.198,513,2,Referral,Midwest,1085.38
C00993,31,7,82.11,0.135,0.286,596,1,Referral,West,675.12
C00994,20,7,62,0.096,0.051,288,1,Organic,South,557.57
C00995,70,7,24.35,0.123,0.169,140,2,Search,Northeast,306.27
C00996,2,1,12,0.204,0.043,13,2,Organic,Midwest,20
C00997,15,8,71.2,0.214,0.102,348,1,Referral,West,499.57
C00998,67,8,72.58,0.169,0.16,441,1,Search,South,776.23
C00999,43,5,31.68,0.148,0.159,105,1,Organic,Midwest,322.23
C01000,51,10,36.98,0.108,0.244,258,0,Paid social,Midwest,619.15
C01001,37,8,95.91,0.085,0.169,656,1,Paid social,Northeast,1090.22
C01002,22,6,31.11,0.196,0.248,158,1,Search,Northeast,357.06
C01003,60,5,57.28,0.162,0.268,218,1,Search,Northeast,339.25
C01004,63,4,83.42,0.122,0.225,395,1,Store,South,384.97
C01005,39,7,44.53,0.167,0.316,319,2,Referral,South,537.51
C01006,51,5,61.97,0.117,0.126,362,3,Search,Northeast,407.8
C01007,3,2,31.4,0.15,0.091,59,0,Referral,South,157.66
C01008,48,3,57.89,0.179,0.36,142,1,Referral,Northeast,238.05
C01009,53,9,101.19,0.085,0.385,875,1,Paid social,West,1361.43
C01010,25,5,95.54,0.145,0.29,513,1,Paid social,Midwest,558.26
C01011,34,9,24.93,0.289,0.342,250,0,Organic,Northeast,320.66
C01012,8,3,19.83,0.085,0.071,55,4,Search,Northeast,20
C01013,34,15,45.7,0.123,0.272,462,1,Referral,Northeast,795.07
C01014,27,10,65.8,0.073,0.167,757,2,Store,Midwest,833.17
C01015,27,5,55.97,0.145,0.227,245,1,Organic,South,232.69
C01016,43,4,17.89,0.232,0.067,80,0,Organic,West,20
C01017,21,7,43.89,0.055,0.149,273,0,Store,West,399.7
C01018,17,1,32.01,0.191,0.239,25,2,Paid social,South,83.35
C01019,57,10,60.91,0.106,0.308,576,1,Store,West,1032.9
C01020,44,2,40.17,0.172,0.257,71,2,Search,South,135.84
C01021,61,1,73.5,0.192,0.131,70,1,Store,Northeast,111.7
C01022,50,7,80.16,0.054,0.336,485,1,Search,Midwest,746.57
C01023,49,11,55.63,0.001,0.219,686,0,Search,West,1006.87
C01024,58,4,39.3,0.158,0.255,167,0,Store,Northeast,239.09
C01025,4,5,52.59,0.078,0.192,170,1,Organic,Midwest,172.31
C01026,55,4,43.4,0.07,0.183,192,1,Referral,Midwest,168.24
C01027,50,3,64.15,0.13,0.015,197,2,Search,Midwest,360.04
C01028,71,3,73.98,0.214,0.059,201,1,Referral,South,365.14
C01029,41,5,48.73,0.18,0.279,168,1,Referral,West,178.22
C01030,48,16,122.66,0.181,0.353,1710,0,Paid social,Midwest,2591.52
C01031,70,5,35.15,0.195,0.293,123,1,Paid social,South,248.84
C01032,55,11,108.83,0.027,0.292,869,0,Paid social,Midwest,1927.84
C01033,21,3,22.95,0.242,0.272,54,1,Paid social,South,64.26
C01034,26,1,15.6,0.114,0.065,9,1,Organic,South,20
C01035,53,1,69.39,0.09,0.229,47,1,Search,Midwest,235.16
C01036,31,1,21.55,0.134,0.085,21,2,Store,West,20
C01037,64,10,66.45,0.136,0.39,567,0,Search,Northeast,1008.03
C01038,66,4,82.1,0.046,0.099,343,0,Organic,Midwest,714.58
C01039,68,5,42.18,0.184,0.266,176,1,Search,Midwest,160.01
C01040,63,7,54.92,0.094,0.262,375,1,Referral,Midwest,548.34
C01041,69,7,79.13,0.119,0.15,557,1,Store,Northeast,956.59
C01042,35,6,50.29,0.088,0.233,284,0,Search,Midwest,322.14
C01043,16,4,25.09,0.224,0.069,62,1,Referral,West,86.4
C01044,42,7,65.23,0.14,0.479,484,2,Organic,South,421.57
C01045,49,5,43.02,0.06,0.147,205,0,Referral,Midwest,201.52
C01046,65,9,53.58,0.013,0.182,306,0,Paid social,Midwest,917.82
C01047,51,7,49.67,0.112,0.387,297,3,Store,Midwest,490.06
C01048,24,1,77.44,0.127,0.263,64,2,Store,South,38.14
C01049,9,11,46.19,0.122,0.185,541,1,Store,West,532.46
C01050,30,1,55.45,0.108,0.158,57,0,Referral,Northeast,20
