customer_id,promotion_received,discount_pct,days_since_purchase,orders_6m,avg_basket,full_price_share,email_engagement,loyalty_tier,preferred_category,purchased_30d
P00814,0,0,83,2,83.8,0.752,0.297,Silver,Apparel,0
P00815,1,15,18,5,42.29,0.257,0.268,Gold,Electronics,1
P00816,1,20,97,3,65.12,0.305,0.34,Platinum,Home,1
P00817,1,10,61,4,117.22,0.518,0.144,Platinum,Beauty,0
P00818,1,10,65,2,40.93,0.823,0.252,Silver,Home,0
P00819,1,10,76,2,22.7,0.631,0.297,Platinum,Grocery,1
P00820,1,15,51,6,97.43,0.561,0.053,Silver,Apparel,0
P00821,1,15,17,3,94.35,0.485,0.352,Platinum,Beauty,1
P00822,1,15,14,5,101.02,0.02,0.352,Silver,Home,1
P00823,1,10,108,4,51.47,0.483,0.183,Silver,Grocery,0
P00824,0,0,65,6,37.38,0.334,0.271,None,Apparel,0
P00825,0,0,99,2,9,0.503,0.132,Platinum,Apparel,0
P00826,0,0,76,7,47.63,0.328,0,Silver,Beauty,0
P00827,1,25,39,4,71.91,0.781,0.429,Silver,Home,0
P00828,0,0,38,4,60.43,0.157,0.146,Platinum,Home,0
P00829,1,15,59,5,110.23,0.477,0.027,Gold,Apparel,1
P00830,0,0,42,4,89.81,0.288,0.125,Gold,Grocery,0
P00831,0,0,74,6,99.65,0.573,0.403,Platinum,Beauty,0
P00832,0,0,49,5,102.19,0.53,0.35,Silver,Apparel,0
P00833,0,0,63,3,34.02,0.217,0.135,Gold,Apparel,0
P00834,1,15,15,10,53.98,0.251,0.259,Gold,Apparel,1
P00835,1,15,63,7,49.09,0.692,0.137,None,Beauty,0
P00836,1,10,68,6,58.68,0.63,0.032,None,Electronics,1
P00837,0,0,62,4,96.85,0.531,0,Platinum,Grocery,0
P00838,0,0,58,4,65.79,0.516,0.113,Silver,Apparel,0
P00839,0,0,93,8,58.44,0.876,0,Silver,Grocery,0
P00840,0,0,91,6,53.96,0.67,0.274,None,Home,0
P00841,0,0,83,7,36.16,0.477,0.221,Silver,Home,0
P00842,0,0,35,5,9,0.828,0.199,Silver,Electronics,0
P00843,0,0,27,7,88.5,0.469,0.162,Gold,Apparel,1
P00844,1,10,12,5,68.97,0.558,0,Gold,Home,0
P00845,1,15,101,4,42.97,0.49,0.135,Gold,Electronics,0
P00846,1,15,93,5,70.22,0.503,0.141,None,Grocery,1
P00847,0,0,52,4,80.05,0.507,0.343,Silver,Apparel,0
P00848,0,0,14,6,59.81,0.414,0.167,Silver,Grocery,1
P00849,1,15,85,6,91.31,0.208,0.359,None,Grocery,0
P00850,1,20,91,2,55.42,0.37,0.163,Silver,Electronics,0
P00851,1,10,72,8,39.62,0.545,0.231,None,Beauty,0
P00852,0,0,26,4,104.29,0.506,0.134,Silver,Beauty,0
P00853,1,20,15,6,16.65,0.57,0.253,None,Beauty,1
P00854,0,0,32,8,81.31,0.672,0.184,None,Grocery,0
P00855,1,15,4,5,55.49,0.438,0,Silver,Electronics,1
P00856,0,0,56,4,83.29,0.435,0.15,None,Apparel,0
P00857,1,15,73,5,29.9,0.497,0.244,Silver,Home,1
P00858,0,0,83,2,20.58,0.309,0.262,None,Beauty,0
P00859,0,0,67,7,46.87,0.057,0.312,Platinum,Beauty,1
P00860,0,0,108,2,56.86,0.517,0.364,Platinum,Grocery,0
P00861,0,0,30,5,76.85,0.651,0.432,Silver,Apparel,0
P00862,1,20,12,6,79.01,0.453,0.064,Silver,Grocery,1
P00863,0,0,41,7,51.47,0.784,0.272,Platinum,Electronics,1
P00864,1,20,33,4,45.35,0.493,0,Gold,Grocery,1
P00865,0,0,40,5,87.65,0.675,0.022,Platinum,Beauty,0
P00866,0,0,51,7,104.58,0.698,0.136,Platinum,Home,1
P00867,1,20,58,8,103.01,0.02,0,Silver,Home,1
P00868,1,15,89,2,85.8,0.783,0.438,Platinum,Home,0
P00869,0,0,32,4,73.95,0.807,0.136,Gold,Beauty,0
P00870,0,0,106,4,21.83,0.531,0.136,Silver,Apparel,0
P00871,1,15,42,4,90.16,0.061,0.284,Silver,Apparel,1
P00872,0,0,7,8,12.9,0.481,0,Gold,Beauty,1
P00873,0,0,102,3,68.09,0.547,0.077,Silver,Grocery,0
P00874,1,25,18,4,67.9,0.722,0.31,Silver,Beauty,0
P00875,0,0,60,7,118.52,0.326,0.065,Platinum,Grocery,0
P00876,0,0,9,4,36.34,0.498,0.158,Platinum,Beauty,0
P00877,1,20,38,3,55.37,0.594,0.02,Platinum,Apparel,0
P00878,0,0,24,4,96.62,0.42,0.238,Gold,Apparel,0
P00879,1,10,82,6,67.44,0.485,0.204,Platinum,Apparel,0
P00880,1,10,83,3,46.55,0.663,0.075,Platinum,Apparel,1
P00881,0,0,96,6,57.58,0.437,0.064,Gold,Beauty,0
P00882,0,0,29,5,82.02,0.264,0.183,None,Home,1
P00883,0,0,5,9,24.72,0.482,0.117,Silver,Beauty,1
P00884,1,10,48,5,56.76,0.04,0.114,Platinum,Apparel,1
P00885,0,0,13,8,81.49,0.206,0.061,Silver,Beauty,0
P00886,1,20,88,7,28.48,0.499,0.523,Platinum,Electronics,1
P00887,0,0,61,5,35.97,0.54,0.211,None,Electronics,1
P00888,0,0,62,5,31.92,0.608,0.261,Platinum,Grocery,0
P00889,1,25,102,5,92.4,0.397,0.41,None,Home,1
P00890,1,10,6,7,71.99,0.563,0.186,Platinum,Home,1
P00891,1,20,45,3,56.06,0.02,0.11,Platinum,Beauty,0
P00892,0,0,99,5,57.93,0.421,0.026,None,Beauty,0
P00893,1,10,21,7,86.63,0.403,0.175,None,Electronics,0
P00894,1,25,69,6,71.72,0.358,0.357,Gold,Grocery,1
P00895,1,25,77,4,54.21,0.378,0.167,None,Apparel,1
P00896,1,25,38,5,113.04,0.458,0.155,Platinum,Apparel,1
P00897,1,25,85,6,94.47,0.851,0.149,None,Beauty,1
P00898,0,0,22,7,107.51,0.569,0,None,Apparel,0
P00899,1,15,27,7,54.02,0.578,0.084,Gold,Home,0
P00900,1,10,74,5,82.8,0.212,0.248,Platinum,Apparel,0
P00901,0,0,79,7,100.22,0.314,0.151,Platinum,Electronics,0
P00902,1,10,3,5,63.21,0.392,0.068,Gold,Beauty,0
P00903,0,0,95,4,69.15,0.223,0.185,None,Apparel,0
P00904,1,10,101,4,43.46,0.538,0.342,Silver,Home,1
P00905,0,0,95,6,24.84,0.306,0,Platinum,Home,0
P00906,0,0,14,6,77.74,0.78,0.334,None,Beauty,0
P00907,1,15,10,7,29.08,0.713,0.269,Silver,Electronics,1
P00908,1,20,69,2,80.26,0.135,0.195,Gold,Home,0
P00909,0,0,87,3,31.26,0.311,0.279,Platinum,Apparel,0
P00910,0,0,5,7,76.72,0.377,0.01,Platinum,Home,0
P00911,1,15,2,7,92.59,0.515,0.205,Platinum,Home,1
P00912,1,25,22,7,58.67,0.31,0.065,Silver,Grocery,0
P00913,0,0,108,2,96.05,0.388,0.169,Silver,Electronics,0
P00914,0,0,89,6,58.17,0.557,0.172,None,Home,0
P00915,1,15,87,3,37.11,0.575,0.069,Silver,Electronics,0
P00916,0,0,71,5,56.68,0.427,0.358,Gold,Apparel,0
P00917,0,0,83,7,61.51,0.098,0.088,Gold,Apparel,1
P00918,0,0,67,6,61.44,0.53,0.267,Silver,Home,0
P00919,1,10,89,3,75.38,0.177,0.33,None,Grocery,1
P00920,1,15,54,6,84.67,0.182,0.156,None,Home,1
P00921,1,15,80,3,93.7,0.391,0.391,Platinum,Beauty,1
P00922,1,25,80,5,77.83,0.321,0,Silver,Apparel,0
P00923,1,15,43,3,64.12,0.769,0.113,Silver,Beauty,0
P00924,0,0,65,4,77.95,0.547,0.134,Platinum,Apparel,0
P00925,1,15,60,5,78.58,0.525,0.199,Silver,Electronics,1
P00926,0,0,54,6,84.27,0.432,0.183,Platinum,Grocery,0
P00927,0,0,53,5,78.67,0.673,0.419,Platinum,Apparel,1
P00928,0,0,3,8,26.36,0.528,0.097,Silver,Beauty,0
P00929,1,10,58,5,60.46,0.878,0.089,None,Electronics,0
P00930,1,20,26,5,89.01,0.541,0.328,Gold,Beauty,1
P00931,0,0,35,7,71.4,0.751,0.207,Platinum,Grocery,1
P00932,1,10,109,0,9,0.739,0.391,Gold,Apparel,1
P00933,0,0,17,5,40.72,0.224,0.127,Gold,Electronics,0
P00934,1,10,65,3,81.64,0.444,0.388,None,Home,0
P00935,1,15,43,7,95.69,0.989,0.247,None,Electronics,0
P00936,0,0,50,3,52.12,0.579,0.134,Silver,Home,0
P00937,0,0,5,9,16.78,0.784,0.164,Silver,Grocery,1
P00938,1,20,58,3,78.09,0.189,0.187,Platinum,Home,1
P00939,1,15,60,6,58.88,0.89,0.18,None,Home,0
P00940,0,0,64,7,135.28,0.517,0.231,None,Electronics,0
P00941,0,0,105,3,115.51,0.589,0.121,None,Apparel,0
P00942,0,0,95,4,81.21,0.208,0.234,Platinum,Apparel,0
P00943,0,0,32,4,107.79,0.395,0.229,Platinum,Electronics,0
P00944,1,10,63,5,93.06,0.646,0.057,Platinum,Beauty,0
P00945,0,0,43,5,42.35,0.463,0.244,Gold,Electronics,0
P00946,0,0,32,3,76.91,0.294,0.126,Gold,Electronics,0
P00947,1,20,76,7,61.17,0.59,0.017,Gold,Home,1
P00948,1,10,71,8,58.22,0.641,0.007,Platinum,Grocery,0
P00949,1,20,29,9,42.43,1,0.065,Platinum,Beauty,0
P00950,0,0,17,5,49.08,0.826,0.053,Platinum,Home,1
P00951,0,0,71,8,56.1,0.551,0.103,Silver,Beauty,0
P00952,1,15,73,4,45.4,1,0.33,Gold,Grocery,1
P00953,0,0,2,9,60.75,0.455,0.228,None,Beauty,0
P00954,0,0,45,6,100.52,0.589,0.253,Silver,Beauty,0
P00955,0,0,51,4,12.07,0.575,0.204,Gold,Home,0
P00956,1,10,27,8,104.53,0.064,0.161,Platinum,Home,1
P00957,1,20,98,6,21.98,0.734,0.17,Gold,Apparel,1
P00958,0,0,91,6,79.56,0.385,0.241,Silver,Electronics,0
P00959,0,0,97,2,37.49,0.146,0.217,None,Electronics,0
P00960,1,15,89,5,79.66,0.02,0.193,None,Beauty,0
P00961,1,25,81,4,108.6,0.143,0,None,Home,0
P00962,0,0,20,8,76.08,0.127,0,Platinum,Home,0
P00963,1,15,92,4,25.63,0.666,0.043,Platinum,Home,0
P00964,0,0,73,5,93.38,0.02,0.331,None,Home,0
P00965,1,20,4,10,50.27,0.693,0.122,Silver,Grocery,1
P00966,1,25,33,7,34.58,0.359,0.357,Platinum,Apparel,1
P00967,0,0,107,3,37.8,0.457,0.136,Gold,Apparel,0
P00968,1,15,109,4,55.98,0.664,0.06,Silver,Electronics,0
P00969,1,25,72,4,49.04,0.127,0.336,None,Grocery,0
P00970,1,25,81,4,41.52,0.227,0.221,Silver,Home,0
P00971,1,15,59,5,73.69,0.731,0.249,None,Electronics,0
P00972,1,10,48,4,72.9,0.469,0.373,Silver,Grocery,1
P00973,1,25,105,4,102.9,0.111,0.312,Platinum,Apparel,0
P00974,1,25,3,7,120.62,0.523,0.346,Silver,Electronics,1
P00975,0,0,32,6,38.19,0.585,0.362,Platinum,Home,0
P00976,1,20,69,4,83.11,0.113,0.185,Silver,Home,0
P00977,0,0,50,3,57.99,0.589,0.3,Gold,Home,0
P00978,1,15,50,7,58.54,0.509,0.144,Gold,Apparel,1
P00979,1,25,27,5,115.21,0.216,0.153,Gold,Beauty,0
P00980,1,10,9,6,53.99,0.523,0.272,Platinum,Home,1
P00981,0,0,57,7,33.14,0.564,0.137,Gold,Electronics,0
P00982,1,20,76,9,49.97,0.394,0.514,Platinum,Beauty,1
P00983,1,15,107,1,9,0.817,0.062,None,Apparel,0
P00984,0,0,2,7,44.04,0.841,0.42,Platinum,Apparel,1
P00985,0,0,79,4,48.43,0.424,0.239,Platinum,Apparel,0
P00986,0,0,33,3,80.13,0.443,0.014,Gold,Electronics,0
P00987,0,0,16,5,37.51,0.355,0.31,Gold,Grocery,0
P00988,1,20,85,2,58.87,0.621,0.244,None,Home,0
P00989,0,0,7,5,91.4,0.64,0.042,Platinum,Home,0
P00990,1,10,52,5,84.38,0.758,0.338,Gold,Home,0
P00991,0,0,27,4,80.77,0.685,0,Platinum,Apparel,1
P00992,1,25,108,3,75.02,0.406,0.282,Silver,Electronics,1
P00993,1,10,7,7,59.42,0.657,0,Silver,Beauty,0
P00994,1,25,43,6,87.41,0.512,0.314,Silver,Home,1
P00995,1,15,55,9,39.6,0.397,0.028,Platinum,Apparel,0
P00996,0,0,93,4,77.58,0.258,0.276,Gold,Electronics,0
P00997,0,0,37,1,88.46,0.497,0.497,Gold,Home,0
P00998,1,20,58,6,20.22,0.47,0.148,None,Apparel,0
P00999,0,0,103,4,122.44,0.304,0.012,None,Apparel,0
P01000,0,0,92,3,51.57,0.364,0.046,Platinum,Grocery,0
P01001,0,0,78,6,92.53,0.583,0.001,Platinum,Home,0
P01002,1,20,17,6,17.24,0.616,0.387,Silver,Grocery,1
P01003,0,0,3,6,38.68,0.02,0.381,Silver,Beauty,0
P01004,0,0,52,3,42.63,0.178,0.021,Gold,Home,0
P01005,0,0,6,5,66.26,0.284,0.513,Gold,Apparel,1
P01006,1,10,7,5,92.9,0.94,0.284,None,Beauty,0
P01007,0,0,57,3,58.37,0.301,0.098,Silver,Home,0
P01008,1,20,54,2,86.33,0.48,0.169,Silver,Electronics,0
P01009,1,10,33,6,53.19,0.224,0.218,Platinum,Grocery,1
P01010,0,0,43,3,39.36,0.321,0.295,Gold,Grocery,1
P01011,1,15,23,7,19.92,0.763,0.17,None,Beauty,1
P01012,1,20,24,9,24.4,0.314,0,None,Grocery,0
P01013,1,15,26,8,35.39,0.322,0.2,Platinum,Beauty,1
P01014,0,0,16,5,57.71,0.343,0.334,Gold,Apparel,0
P01015,1,15,59,5,72.47,0.479,0.101,None,Home,1
P01016,1,20,43,5,99.75,0.544,0.054,Gold,Beauty,1
P01017,1,10,20,6,9,0.185,0.176,Silver,Home,0
P01018,0,0,9,10,61.61,0.346,0.289,Gold,Grocery,1
P01019,1,20,62,5,69.72,0.753,0.26,None,Apparel,1
P01020,0,0,30,6,55.77,0.46,0,Gold,Home,0
P01021,0,0,83,4,114.6,0.597,0.309,Gold,Electronics,0
P01022,1,10,16,5,76.6,0.469,0.415,Platinum,Grocery,1
P01023,0,0,96,7,100.9,0.549,0.094,None,Beauty,0
P01024,0,0,104,5,40.38,0.53,0.191,Silver,Beauty,0
P01025,0,0,82,2,15.44,0.516,0.472,Silver,Home,0
P01026,1,15,68,4,48.65,0.282,0.313,Platinum,Beauty,1
P01027,1,10,63,2,105.96,0.023,0.174,Gold,Grocery,1
P01028,1,20,43,6,92.68,0.356,0.25,Silver,Apparel,1
P01029,1,25,94,6,84.6,0.604,0.176,Silver,Grocery,0
P01030,0,0,103,5,77.96,0.599,0.386,Platinum,Home,0
P01031,0,0,97,6,70.89,0.369,0.212,Silver,Beauty,0
P01032,1,15,89,3,82.3,0.592,0.093,Silver,Grocery,0
P01033,0,0,101,2,69.62,0.384,0.249,Silver,Beauty,0
P01034,0,0,101,2,74.06,0.729,0,Silver,Apparel,0
P01035,0,0,98,4,36.58,0.748,0.155,Gold,Apparel,0
P01036,0,0,42,6,76.49,0.463,0.166,Platinum,Electronics,0
P01037,0,0,8,5,103.39,0.094,0.054,Platinum,Electronics,0
P01038,0,0,68,3,56.35,0.193,0.295,None,Beauty,0
P01039,1,10,36,4,55.77,1,0.086,None,Grocery,1
P01040,1,25,51,2,53.89,0.525,0.095,Platinum,Apparel,0
P01041,1,10,21,8,46.2,0.02,0.221,Silver,Electronics,1
P01042,1,15,26,5,58.67,0.731,0.247,None,Beauty,1
P01043,0,0,25,4,61.3,0.663,0.561,Silver,Home,1
P01044,1,20,37,6,76.41,0.451,0.156,Platinum,Beauty,1
P01045,0,0,105,4,78.88,0.711,0.14,Gold,Electronics,0
P01046,0,0,110,6,70.26,0.202,0.129,Platinum,Beauty,0
P01047,0,0,96,6,69.79,0.783,0.31,Gold,Grocery,0
P01048,1,10,46,4,47.78,0.18,0.344,Gold,Apparel,1
P01049,1,25,92,3,63.8,0.489,0,Silver,Apparel,0
P01050,0,0,63,2,105.55,0.723,0.418,None,Grocery,0
P01051,1,20,41,7,43.17,0.087,0.261,Gold,Home,1
P01052,0,0,8,6,14.89,0.549,0.402,Silver,Electronics,0
P01053,1,20,8,7,16.37,0.449,0.298,Platinum,Home,1
P01054,0,0,96,1,61.75,0.74,0.067,None,Apparel,0
P01055,1,15,103,5,60.27,0.783,0.063,Gold,Apparel,0
P01056,0,0,101,4,70.28,0.409,0.335,Platinum,Apparel,0
P01057,1,15,75,4,40.23,0.837,0.283,Silver,Apparel,1
P01058,0,0,17,6,56.19,0.854,0.164,Gold,Grocery,1
P01059,0,0,12,6,64.69,0.02,0.226,None,Electronics,1
P01060,1,25,91,3,54.73,0.219,0.221,Gold,Beauty,0
P01061,1,10,98,0,33.71,0.237,0.244,Gold,Grocery,0
P01062,1,10,81,6,48.99,0.595,0.376,None,Electronics,1
P01063,0,0,61,4,36.49,0.466,0.344,Gold,Grocery,0
P01064,0,0,46,6,44.87,0.474,0.431,None,Beauty,0
P01065,0,0,43,6,80.14,0.801,0.069,Silver,Apparel,1
P01066,1,15,17,5,58.29,0.787,0.239,None,Apparel,0
P01067,1,25,96,6,45.36,0.131,0.167,None,Apparel,1
P01068,0,0,65,5,9,0.173,0.377,Silver,Home,0
P01069,0,0,50,7,78.07,0.795,0.179,Platinum,Home,0
P01070,0,0,51,7,60.86,0.22,0.016,Silver,Apparel,0
P01071,1,10,16,8,81.02,0.693,0.113,Gold,Grocery,1
P01072,0,0,68,4,66.59,0.624,0.183,None,Electronics,0
P01073,1,25,41,4,75.28,0.705,0.256,None,Electronics,1
P01074,1,25,84,5,54.05,0.67,0.439,Platinum,Electronics,0
P01075,0,0,27,8,58.12,0.341,0.257,Silver,Home,0
P01076,1,20,13,5,82.91,0.374,0,Silver,Home,0
P01077,1,20,71,5,33.84,0.14,0.182,Silver,Apparel,1
P01078,0,0,62,7,68.98,0.743,0.273,Gold,Grocery,0
P01079,0,0,36,6,40.44,0.387,0.166,Platinum,Electronics,0
P01080,1,25,31,8,42.67,0.447,0.138,Silver,Beauty,0
P01081,0,0,17,5,46.24,0.365,0.358,None,Beauty,0
P01082,1,20,7,8,62.24,0.488,0.179,Platinum,Home,1
P01083,0,0,92,3,46.01,0.4,0.185,Platinum,Grocery,0
P01084,0,0,69,5,50.11,0.275,0.155,Platinum,Grocery,0
P01085,1,10,51,7,98.43,0.403,0.193,None,Home,1
P01086,0,0,43,9,52.84,0.671,0.299,Gold,Grocery,0
P01087,0,0,89,1,35.76,0.476,0.131,Platinum,Electronics,0
P01088,1,10,40,6,73.25,0.432,0.144,Silver,Apparel,0
P01089,1,25,95,2,45.36,0.434,0.094,Platinum,Beauty,0
P01090,0,0,37,5,90.48,0.503,0.342,Platinum,Grocery,1
P01091,1,15,108,3,46.51,0.439,0.447,Platinum,Electronics,1
P01092,0,0,93,4,38.02,0.851,0.167,Gold,Home,0
P01093,1,15,14,3,13.96,0.806,0.2,Gold,Home,1
P01094,1,15,11,6,28.28,0.503,0.232,Platinum,Electronics,1
P01095,1,20,73,5,35.51,0.52,0.096,Gold,Beauty,1
P01096,1,20,19,5,92.98,0.989,0.119,Platinum,Home,1
P01097,1,25,19,8,11.34,0.072,0.108,Silver,Home,0
P01098,0,0,5,6,41.98,0.418,0.189,Platinum,Electronics,1
P01099,1,10,104,5,62.14,0.878,0.352,Silver,Apparel,0
P01100,0,0,82,4,44.28,0.487,0.159,Gold,Apparel,0
P01101,1,10,92,3,84.28,0.521,0.165,Platinum,Beauty,0
P01102,0,0,34,9,55.83,0.416,0.254,Platinum,Electronics,1
P01103,0,0,51,9,16.16,0.407,0.237,Silver,Home,1
P01104,1,20,50,3,105.41,0.379,0.38,Silver,Electronics,0
P01105,1,15,25,5,83.84,0.39,0.307,Platinum,Home,1
P01106,1,25,3,7,65.64,0.33,0,Silver,Grocery,1
P01107,1,25,26,7,90.59,0.736,0.023,Platinum,Beauty,0
P01108,1,20,48,3,68.6,0.128,0.345,Gold,Electronics,1
P01109,0,0,18,7,54.48,0.342,0.047,None,Grocery,0
P01110,1,10,63,2,40.5,0.795,0.135,Platinum,Electronics,1
P01111,1,15,42,6,54.3,0.225,0.122,Platinum,Home,1
P01112,1,10,89,8,9,0.385,0.064,None,Beauty,0
P01113,0,0,68,5,55.51,0.375,0.322,Gold,Apparel,0
P01114,0,0,101,5,82.99,0.39,0.006,Gold,Grocery,0
P01115,0,0,11,6,80.22,0.277,0.268,Silver,Home,0
P01116,0,0,44,6,86.43,0.901,0.147,Silver,Apparel,1
P01117,1,10,48,2,86.1,0.601,0.491,Silver,Electronics,1
P01118,0,0,63,4,126.29,0.23,0.203,None,Home,0
P01119,0,0,86,2,81.1,0.933,0.258,Silver,Grocery,0
P01120,1,15,102,2,60.66,1,0.171,Silver,Home,0
P01121,1,10,19,6,32.29,0.355,0.176,None,Home,1
P01122,0,0,67,5,92.66,0.642,0.247,Platinum,Beauty,0
P01123,1,25,5,8,87.64,0.769,0.286,None,Electronics,1
P01124,1,20,51,9,36.25,0.844,0.52,Gold,Apparel,1
P01125,0,0,8,6,69.37,0.445,0.093,Silver,Apparel,0
P01126,1,20,108,6,96.74,0.249,0.238,Gold,Beauty,1
P01127,1,15,26,5,71.37,0.326,0.354,Platinum,Home,1
P01128,0,0,62,6,39.7,0.578,0.428,Platinum,Grocery,0
P01129,1,20,59,7,53.91,0.446,0.174,None,Grocery,1
P01130,0,0,43,5,62.63,0.177,0.243,Gold,Electronics,0
P01131,1,20,6,7,33.96,0.111,0.416,None,Beauty,1
P01132,1,25,14,8,28.21,0.427,0.412,Platinum,Electronics,1
P01133,1,10,95,6,46.85,0.217,0.157,None,Apparel,1
P01134,0,0,86,2,103.18,0.662,0.167,Gold,Beauty,0
P01135,0,0,19,6,68.21,0.507,0.175,Gold,Grocery,0
P01136,1,25,62,4,54.99,0.02,0.15,Gold,Home,1
P01137,1,20,21,3,55.67,0.534,0.345,Silver,Beauty,1
P01138,1,15,17,9,97.93,0.429,0.335,Platinum,Grocery,1
P01139,1,25,41,5,72.21,0.533,0.041,Silver,Home,0
P01140,1,20,8,7,41.42,0.71,0.204,Silver,Electronics,1
P01141,0,0,98,6,61.65,0.064,0.182,None,Apparel,0
P01142,0,0,31,8,22.87,0.02,0.209,Silver,Grocery,1
P01143,0,0,74,6,58.18,0.382,0.327,None,Grocery,1
P01144,1,15,30,8,32.53,0.717,0.162,Gold,Electronics,1
P01145,1,15,100,4,120.82,0.422,0.145,Silver,Electronics,1
P01146,1,25,22,7,71.69,0.457,0.333,Gold,Grocery,1
P01147,0,0,107,7,81.48,0.274,0.174,Gold,Beauty,0
P01148,0,0,6,9,70.73,0.543,0.175,None,Electronics,0
P01149,1,25,17,9,77.59,0.789,0.017,Silver,Beauty,1
P01150,0,0,45,4,46.39,1,0.189,Platinum,Apparel,1
P01151,1,10,95,4,65.97,0.023,0.14,None,Beauty,1
P01152,1,20,3,5,88.41,0.371,0.14,Platinum,Home,0
P01153,0,0,89,5,90.27,0.674,0.246,None,Beauty,0
P01154,0,0,81,2,125.86,0.641,0.242,Platinum,Electronics,0
P01155,1,10,61,4,86.35,0.45,0.142,Silver,Apparel,0
P01156,1,10,14,10,27.7,0.634,0.063,Platinum,Beauty,1
P01157,1,10,69,3,97.97,0.512,0.168,Silver,Apparel,1
P01158,1,20,13,5,89.46,0.519,0.344,Gold,Home,1
P01159,1,25,3,10,65.26,0.478,0.052,Silver,Grocery,0
P01160,1,10,7,9,67.36,0.844,0.118,Platinum,Apparel,1
P01161,0,0,34,4,21.55,0.502,0.206,Silver,Home,0
P01162,0,0,47,7,50.98,0.795,0.008,Platinum,Electronics,0
P01163,1,10,36,4,46,0.176,0.216,Platinum,Grocery,1
P01164,0,0,36,6,36.06,0.292,0.163,None,Electronics,0
P01165,1,10,66,6,41.59,0.836,0.373,None,Home,0
P01166,0,0,9,7,83.21,0.574,0.128,Gold,Beauty,1
P01167,0,0,103,9,55.12,0.47,0.159,Silver,Grocery,0
P01168,1,10,81,3,117.04,0.44,0.214,Platinum,Electronics,1
P01169,0,0,49,4,21.9,0.404,0.199,None,Apparel,0
P01170,1,10,26,4,23.95,0.69,0.494,Gold,Beauty,1
P01171,0,0,81,3,59.19,0.085,0.032,Platinum,Apparel,0
P01172,0,0,88,6,75.22,0.749,0.09,Gold,Electronics,0
P01173,1,15,71,4,66.62,0.34,0.108,Platinum,Grocery,1
P01174,1,25,12,6,41.26,0.366,0.127,Platinum,Apparel,1
P01175,1,25,69,7,53.09,0.545,0.128,None,Home,0
P01176,1,20,55,4,122.91,0.421,0.23,Platinum,Beauty,1
P01177,1,10,99,5,58.45,0.37,0.181,Gold,Beauty,0
P01178,0,0,82,3,59.71,0.716,0.056,Platinum,Home,0
P01179,1,20,80,7,66.21,0.119,0.121,Gold,Home,0
P01180,1,10,46,6,84.8,0.269,0.259,None,Home,1
P01181,0,0,66,3,71.56,0.537,0.181,Platinum,Electronics,0
P01182,1,10,12,6,52.96,0.412,0.091,Platinum,Beauty,1
P01183,0,0,82,5,27.7,0.835,0.242,Gold,Grocery,0
P01184,0,0,41,7,34.04,0.698,0.309,Gold,Electronics,1
P01185,1,20,11,4,78.24,0.291,0.466,Gold,Grocery,0
P01186,1,10,70,8,116.9,0.467,0.068,Silver,Home,1
P01187,0,0,100,5,52.51,1,0.37,None,Beauty,0
P01188,0,0,2,7,44.74,0.55,0.274,Gold,Apparel,1
P01189,0,0,48,7,62.77,0.617,0.289,Platinum,Apparel,0
P01190,1,20,31,4,9,0.139,0.08,None,Beauty,1
P01191,0,0,70,3,48.43,0.336,0.298,Gold,Electronics,0
P01192,0,0,30,5,131.39,0.688,0.397,Gold,Electronics,1
P01193,1,10,111,2,98.05,0.773,0.06,Silver,Electronics,1
P01194,1,10,55,4,37.4,0.455,0.123,Platinum,Grocery,1
P01195,0,0,20,9,25.44,0.186,0.376,Silver,Beauty,0
P01196,0,0,60,3,68.4,0.128,0.084,Gold,Grocery,1
P01197,1,25,104,3,72.35,0.337,0.384,Platinum,Beauty,0
P01198,0,0,11,8,107.15,0.177,0.356,Silver,Beauty,1
P01199,1,10,21,7,61.95,0.534,0.609,Silver,Grocery,0
P01200,1,15,4,9,9,0.329,0.277,None,Electronics,0
P01201,0,0,110,4,119.51,0.729,0.047,Platinum,Electronics,0
P01202,0,0,46,6,93.45,0.835,0.396,Silver,Grocery,0
P01203,1,15,32,4,63.58,0.779,0.226,Gold,Electronics,1
P01204,1,10,81,6,43.31,0.46,0.21,Silver,Electronics,0
P01205,1,10,60,4,72.76,0.839,0.42,Platinum,Grocery,0
P01206,1,20,68,3,39.03,0.079,0.162,Gold,Beauty,0
P01207,1,15,52,4,86.97,0.772,0.203,Silver,Grocery,0
P01208,0,0,9,8,77.53,0.911,0.352,None,Electronics,1
P01209,0,0,88,3,53.52,0.459,0.165,Platinum,Beauty,0
P01210,1,15,66,8,87.58,0.661,0,None,Electronics,1
P01211,1,20,39,7,57.6,0.29,0.113,Gold,Beauty,0
P01212,0,0,87,7,78.56,0.787,0.228,Gold,Electronics,1
P01213,1,15,72,2,90.59,0.48,0.179,Platinum,Home,0
P01214,0,0,83,2,105.2,0.835,0.023,Silver,Apparel,0
P01215,1,10,99,5,65.94,0.383,0,Gold,Apparel,1
P01216,0,0,63,0,94.69,0.421,0.21,Silver,Electronics,1
P01217,1,25,12,8,64.36,0.676,0.24,Silver,Beauty,1
P01218,1,10,36,4,79.8,0.414,0.234,None,Grocery,1
P01219,1,10,51,9,42.3,0.02,0.064,Platinum,Electronics,1
